Reg No,Expenditure Category,Election Period,sum_amount
CC10640,Bank Charges & Adjustments,2010-2012,3
CC10641,Printing,2008-2010,214.66
CC10641,Food & Beverages,2008-2010,135.34
CC10642,Bank Charges & Adjustments,2008-2010,81.18
CC10642,Food & Beverages,2008-2010,165
CC10642,Candidate Fundraiser Tickets,2008-2010,225
CC10642,Filing Fee,2008-2010,250
CC10642,Other,2008-2010,626.54
CC10642,Advertising,2008-2010,1755
CC10642,Office Supplies,2008-2010,909.85
CC10642,Postage/Mailing,2008-2010,1978.4
CC10642,Printing,2008-2010,2406.76
CC10642,Professional Services,2008-2010,4413.58
CC10642,Contribution to Community Organization,2010-2012,853.89
CC10642,Bank Charges & Adjustments,2010-2012,8
CC10642,Professional Services,2010-2012,1570.14
CC10643,Filing Fee,2008-2010,25
CC10643,Office Supplies,2008-2010,4.39
CC10643,Printing,2008-2010,1440.25
CC10643,Advertising,2008-2010,831
CC10643,Travel & Lodging,2008-2010,3401.18
CC10643,Other,2008-2010,1326.52
CC10643,Food & Beverages,2008-2010,2864.33
CC10643,Advertising,2010-2012,26.04
CC10644,Bank Charges & Adjustments,2008-2010,48.81
CC10644,"Surveys, Polls & Voter Lists",2008-2010,500
CC10644,Lease/Rent,2008-2010,150
CC10644,Candidate Fundraiser Tickets,2008-2010,50
CC10644,Postage/Mailing,2008-2010,4538.84
CC10644,Printing,2008-2010,4303.64
CC10644,Food & Beverages,2008-2010,2025.21
CC10644,Advertising,2008-2010,3943.79
CC10644,Office Supplies,2008-2010,253.95
CC10644,Contribution to Community Organization,2010-2012,727.28
CC10645,Bank Charges & Adjustments,2008-2010,457.75
CC10645,Filing Fee,2008-2010,250
CC10645,Food & Beverages,2008-2010,1412.05
CC10645,Other,2008-2010,90.91
CC10645,Postage/Mailing,2008-2010,200.5
CC10645,Lease/Rent,2008-2010,491.95
CC10645,Advertising,2008-2010,20994.71
CC10645,Printing,2008-2010,2148.64
CC10645,Office Supplies,2008-2010,182.5
CC10645,Lease/Rent,2010-2012,148.13
CC10645,Filing Fee,2010-2012,25
CC10645,"Surveys, Polls & Voter Lists",2010-2012,625.05
CC10645,Bank Charges & Adjustments,2010-2012,192.53
CC10645,Other,2010-2012,624.45
CC10645,Advertising,2010-2012,1672.96
CC10645,Travel & Lodging,2010-2012,51.91
CC10645,Postage/Mailing,2010-2012,13133.63
CC10645,Food & Beverages,2010-2012,2982.63
CC10645,Office Supplies,2010-2012,399.19
CC10645,Printing,2010-2012,13674.14
CC10645,Filing Fee,2012-2014,250
CC10645,Bank Charges & Adjustments,2012-2014,24
CC10645,Professional Services,2012-2014,388.08
CC10645,Other,2012-2014,1931.14
CC10645,Food & Beverages,2012-2014,2962.1
CC10645,Postage/Mailing,2012-2014,17340.14
CC10645,Printing,2012-2014,3122.77
CC10645,Advertising,2012-2014,16706.81
CC10645,Office Supplies,2012-2014,2111.26
CC10645,Contribution to Political Party,2014-2016,1350
CC10645,Lease/Rent,2014-2016,110
CC10645,Professional Services,2014-2016,508.69
CC10645,Filing Fee,2014-2016,250
CC10645,Bank Charges & Adjustments,2014-2016,99.15
CC10645,Candidate Fundraiser Tickets,2014-2016,1000
CC10645,Travel & Lodging,2014-2016,971.37
CC10645,Advertising,2014-2016,2512.76
CC10645,Other,2014-2016,1692.29
CC10645,Contribution to Community Organization,2014-2016,212.5
CC10645,Hawaii Election Campaign Fund,2014-2016,200
CC10645,Durable Assets,2014-2016,1371.08
CC10645,Postage/Mailing,2014-2016,8725.08
CC10645,Food & Beverages,2014-2016,3038.89
CC10645,Printing,2014-2016,5796.8
CC10645,Office Supplies,2014-2016,707.17
CC10645,Durable Assets,2016-2018,2196.92
CC10645,Lease/Rent,2016-2018,411.52
CC10645,Food & Beverages,2016-2018,302.51
CC10645,Advertising,2016-2018,724.4
CC10645,Travel & Lodging,2016-2018,315.67
CC10645,Professional Services,2016-2018,5046.66
CC10646,Other,2008-2010,1613.55
CC10647,Advertising,2008-2010,370.86
CC10647,Contribution to Community Organization,2010-2012,11.09
CC10648,Food & Beverages,2008-2010,840
CC10648,Filing Fee,2008-2010,250
CC10648,Professional Services,2008-2010,2233.1
CC10648,Printing,2008-2010,3579.08
CC10648,Other,2008-2010,580.22
CC10649,Office Supplies,2008-2010,19.1
CC10649,Filing Fee,2008-2010,250
CC10649,Lease/Rent,2008-2010,132
CC10649,"Surveys, Polls & Voter Lists",2008-2010,174.29
CC10649,Postage/Mailing,2008-2010,5710.32
CC10649,Professional Services,2008-2010,6398.93
CC10649,Other,2008-2010,1118.71
CC10649,Bank Charges & Adjustments,2008-2010,34.15
CC10649,Printing,2008-2010,1761.81
CC10649,Food & Beverages,2008-2010,179.2
CC10649,Lease/Rent,2010-2012,185
CC10649,Other,2010-2012,18.32
CC10649,Bank Charges & Adjustments,2010-2012,14.8
CC10649,"Surveys, Polls & Voter Lists",2010-2012,235.6
CC10649,Printing,2010-2012,4522.61
CC10649,Postage/Mailing,2010-2012,4861.9
CC10649,Hawaii Election Campaign Fund,2010-2012,433.31
CC10649,Food & Beverages,2010-2012,521.2
CC10649,Contribution to Community Organization,2012-2014,369.65
CC10649,Food & Beverages,2012-2014,600
CC10651,Employee Services,2008-2010,1500
CC10651,Insurance,2008-2010,1740.64
CC10651,Utilities,2008-2010,5991.59
CC10651,Travel & Lodging,2008-2010,4880.57
CC10651,Bank Charges & Adjustments,2008-2010,180.67
CC10651,Postage/Mailing,2008-2010,6284.69
CC10651,Contribution to Political Party,2008-2010,40
CC10651,Filing Fee,2008-2010,500
CC10651,Vehicle,2008-2010,327.28
CC10651,Lease/Rent,2008-2010,1885.98
CC10651,Printing,2008-2010,17366.63
CC10651,Office Supplies,2008-2010,1426.26
CC10651,Professional Services,2008-2010,4549.73
CC10651,Advertising,2008-2010,76559.84
CC10651,Durable Assets,2008-2010,1536.82
CC10651,Food & Beverages,2008-2010,58432.04
CC10651,Other,2008-2010,37199.98
CC10651,Other,2010-2012,50
CC10651,Lease/Rent,2010-2012,1035.05
CC10651,Travel & Lodging,2010-2012,721.32
CC10651,Utilities,2010-2012,1267.23
CC10651,Bank Charges & Adjustments,2010-2012,4
CC10651,Advertising,2010-2012,770.65
CC10653,Filing Fee,2008-2010,25
CC10653,Professional Services,2008-2010,26
CC10653,Travel & Lodging,2008-2010,60
CC10653,Other,2008-2010,39
CC10654,Printing,2008-2010,43.72
CC10654,Vehicle,2008-2010,497.91
CC10654,Professional Services,2008-2010,1750
CC10654,Travel & Lodging,2008-2010,552.13
CC10654,Filing Fee,2008-2010,25
CC10654,Office Supplies,2008-2010,214.31
CC10654,Food & Beverages,2008-2010,4744.8
CC10654,Postage/Mailing,2008-2010,116.26
CC10654,Bank Charges & Adjustments,2008-2010,12.6
CC10654,Advertising,2008-2010,9149.35
CC10654,Other,2008-2010,6581.65
CC10654,Bank Charges & Adjustments,2010-2012,33
CC10654,Food & Beverages,2010-2012,31.52
CC10654,Vehicle,2010-2012,40
CC10654,Postage/Mailing,2010-2012,25.96
CC10654,Advertising,2010-2012,144.08
CC10656,"Surveys, Polls & Voter Lists",2008-2010,15
CC10656,Professional Services,2008-2010,500
CC10656,Contribution to Community Organization,2008-2010,100
CC10656,Printing,2008-2010,3960.88
CC10656,Postage/Mailing,2008-2010,4896.61
CC10656,Travel & Lodging,2008-2010,27
CC10656,Office Supplies,2008-2010,268.29
CC10656,Food & Beverages,2008-2010,312.62
CC10656,Advertising,2008-2010,6335.24
CC10656,Other,2008-2010,223.5
CC10656,Filing Fee,2008-2010,250
CC10656,Bank Charges & Adjustments,2008-2010,48.91
CC10656,Filing Fee,2010-2012,250
CC10656,Lease/Rent,2010-2012,282
CC10656,Contribution to Community Organization,2010-2012,25
CC10656,Advertising,2010-2012,785.34
CC10656,Professional Services,2010-2012,523.56
CC10656,Office Supplies,2010-2012,227.69
CC10656,Utilities,2010-2012,31.41
CC10656,Other,2010-2012,1104.72
CC10656,Durable Assets,2010-2012,1292.76
CC10656,"Surveys, Polls & Voter Lists",2010-2012,233.76
CC10656,Bank Charges & Adjustments,2010-2012,46.73
CC10656,Food & Beverages,2010-2012,1273.48
CC10656,Postage/Mailing,2010-2012,5605.3
CC10656,Printing,2010-2012,7006.27
CC10656,Filing Fee,2012-2014,250
CC10656,Lease/Rent,2012-2014,346
CC10656,Advertising,2012-2014,1
CC10656,Contribution to Political Party,2012-2014,25
CC10656,Other,2012-2014,825.88
CC10656,Office Supplies,2012-2014,113
CC10656,Bank Charges & Adjustments,2012-2014,104.89
CC10656,Food & Beverages,2012-2014,2536.03
CC10656,Printing,2012-2014,6989.46
CC10656,Postage/Mailing,2012-2014,4924.34
CC10656,Professional Services,2012-2014,2500
CC10656,Lease/Rent,2014-2016,176
CC10656,Food & Beverages,2014-2016,193.02
CC10656,Other,2014-2016,1181.6
CC10656,Bank Charges & Adjustments,2014-2016,49
CC10656,Printing,2014-2016,759.16
CC10657,Office Supplies,2008-2010,15
CC10657,Bank Charges & Adjustments,2008-2010,70.85
CC10657,Other,2008-2010,78.12
CC10657,Printing,2008-2010,723.95
CC10657,Advertising,2008-2010,12351.77
CC10657,Bank Charges & Adjustments,2010-2012,4
CC10657,Contribution to Community Organization,2010-2012,335
CC10657,Other,2010-2012,378.09
CC10658,Other,2008-2010,280
CC10658,Bank Charges & Adjustments,2008-2010,48
CC10658,Printing,2008-2010,4769.24
CC10658,Travel & Lodging,2008-2010,168.39
CC10658,Professional Services,2008-2010,995.2
CC10658,"Surveys, Polls & Voter Lists",2008-2010,287.95
CC10658,Postage/Mailing,2008-2010,1295.62
CC10658,Office Supplies,2008-2010,209.55
CC10658,Filing Fee,2008-2010,250
CC10658,Advertising,2008-2010,5921.09
CC10658,Bank Charges & Adjustments,2010-2012,15
CC10661,Filing Fee,2008-2010,25
CC10661,Office Supplies,2008-2010,61.91
CC10661,Postage/Mailing,2008-2010,148.56
CC10661,Bank Charges & Adjustments,2008-2010,1.75
CC10661,Printing,2008-2010,371.26
CC10661,Food & Beverages,2008-2010,30.35
CC10661,Advertising,2008-2010,2320.74
CC10663,Filing Fee,2008-2010,250
CC10663,"Surveys, Polls & Voter Lists",2008-2010,300
CC10663,Other,2008-2010,352.49
CC10663,Bank Charges & Adjustments,2008-2010,18
CC10663,Printing,2008-2010,1024.61
CC10663,Advertising,2008-2010,6560.46
CC10663,Office Supplies,2008-2010,277.59
CC10663,Food & Beverages,2008-2010,5274.01
CC10663,Postage/Mailing,2008-2010,93.54
CC10663,Printing,2010-2012,2953.08
CC10663,Food & Beverages,2010-2012,53.43
CC10664,Office Supplies,2008-2010,103.1
CC10664,Other,2008-2010,124.36
CC10664,Food & Beverages,2008-2010,1216.86
CC10664,Travel & Lodging,2008-2010,697.83
CC10664,Contribution to Community Organization,2008-2010,451.25
CC10664,Candidate Fundraiser Tickets,2008-2010,220
CC10664,Printing,2008-2010,501.24
CC10664,Advertising,2008-2010,2099.56
CC10664,Food & Beverages,2010-2012,32.57
CC10664,Filing Fee,2010-2012,300
CC10664,Advertising,2010-2012,438
CC10665,Food & Beverages,2008-2010,119.32
CC10665,Filing Fee,2008-2010,250
CC10665,Other,2008-2010,145.07
CC10665,Vehicle,2008-2010,215
CC10665,Printing,2008-2010,1481.09
CC10665,Office Supplies,2008-2010,122.45
CC10665,Professional Services,2008-2010,925
CC10665,Postage/Mailing,2010-2012,76
CC10665,Food & Beverages,2010-2012,47.48
CC10665,Bank Charges & Adjustments,2010-2012,8
CC10665,Contribution to Community Organization,2010-2012,920.59
CC10666,Candidate Fundraiser Tickets,2008-2010,230
CC10666,Postage/Mailing,2008-2010,7624.86
CC10666,Filing Fee,2008-2010,250
CC10666,Bank Charges & Adjustments,2008-2010,74.32
CC10666,Advertising,2008-2010,899.84
CC10666,"Surveys, Polls & Voter Lists",2008-2010,456.53
CC10666,Food & Beverages,2008-2010,2414.43
CC10666,Other,2008-2010,1171.09
CC10666,Printing,2008-2010,7816.52
CC10666,Office Supplies,2008-2010,475.35
CC10666,Candidate Fundraiser Tickets,2010-2012,219
CC10666,Filing Fee,2010-2012,250
CC10666,Bank Charges & Adjustments,2010-2012,30.5
CC10666,"Surveys, Polls & Voter Lists",2010-2012,261.78
CC10666,Other,2010-2012,899.4
CC10666,Office Supplies,2010-2012,340.36
CC10666,Printing,2010-2012,1827.23
CC10666,Advertising,2010-2012,1583.31
CC10666,Postage/Mailing,2010-2012,6732.32
CC10666,Professional Services,2010-2012,400
CC10666,Food & Beverages,2010-2012,871.41
CC10666,Contribution to Community Organization,2010-2012,802.12
CC10666,Food & Beverages,2012-2014,170
CC10666,Professional Services,2012-2014,31.41
CC10666,Bank Charges & Adjustments,2012-2014,49.5
CC10666,Advertising,2012-2014,100
CC10666,Postage/Mailing,2012-2014,124
CC10666,Bank Charges & Adjustments,2014-2016,32
CC10666,Contribution to Community Organization,2014-2016,1067.96
CC10667,Advertising,2008-2010,312.5
CC10667,Office Supplies,2010-2012,12.5
CC10669,Candidate Fundraiser Tickets,2008-2010,442.71
CC10669,Office Supplies,2008-2010,1182.04
CC10669,Filing Fee,2008-2010,25
CC10669,Vehicle,2008-2010,83.22
CC10669,Contribution to Community Organization,2008-2010,400
CC10669,Lease/Rent,2008-2010,5076.69
CC10669,Postage/Mailing,2008-2010,609.86
CC10669,Bank Charges & Adjustments,2008-2010,145.05
CC10669,Food & Beverages,2008-2010,18289.24
CC10669,Advertising,2008-2010,33675.88
CC10669,Professional Services,2008-2010,12482.53
CC10669,Printing,2008-2010,2272.9
CC10669,Other,2008-2010,22650.67
CC10669,Travel & Lodging,2008-2010,1199.91
CC10669,Printing,2010-2012,98.96
CC10669,Lease/Rent,2010-2012,4847.78
CC10669,Bank Charges & Adjustments,2010-2012,163
CC10669,Postage/Mailing,2010-2012,116.55
CC10669,Other,2010-2012,3505.94
CC10669,Advertising,2010-2012,8023.6
CC10669,Contribution to Community Organization,2010-2012,610.57
CC10669,Food & Beverages,2010-2012,10706.09
CC10669,Professional Services,2012-2014,694.2
CC10669,Vehicle,2012-2014,46.24
CC10669,Candidate Fundraiser Tickets,2012-2014,61.08
CC10669,Contribution to Community Organization,2012-2014,135
CC10669,Office Supplies,2012-2014,1457.36
CC10669,Bank Charges & Adjustments,2012-2014,450.66
CC10669,Printing,2012-2014,3709.25
CC10669,Travel & Lodging,2012-2014,477.86
CC10669,Advertising,2012-2014,84616.48
CC10669,Lease/Rent,2012-2014,3053.87
CC10669,Postage/Mailing,2012-2014,4048.09
CC10669,Food & Beverages,2012-2014,12363.4
CC10669,"Surveys, Polls & Voter Lists",2012-2014,119.78
CC10669,Other,2012-2014,24786.74
CC10669,Insurance,2014-2016,1739.17
CC10669,Office Supplies,2014-2016,16.1
CC10669,Lease/Rent,2014-2016,3610.12
CC10669,Professional Services,2014-2016,400
CC10669,Bank Charges & Adjustments,2014-2016,313.48
CC10669,Travel & Lodging,2014-2016,143.02
CC10669,Contribution to Community Organization,2014-2016,750
CC10669,Postage/Mailing,2014-2016,6597.65
CC10669,Printing,2014-2016,6106.1
CC10669,Advertising,2014-2016,20637.51
CC10669,Food & Beverages,2014-2016,15326.34
CC10669,Other,2014-2016,7827.05
CC10669,Other,2016-2018,8.44
CC10669,Professional Services,2016-2018,554.38
CC10669,Bank Charges & Adjustments,2016-2018,21.3
CC10669,Food & Beverages,2016-2018,22.9
CC10669,Postage/Mailing,2016-2018,94
CC10669,Advertising,2016-2018,4147.81
CC10671,Printing,2008-2010,100
CC10673,Advertising,2008-2010,47.04
CC10673,Hawaii Election Campaign Fund,2008-2010,250
CC10673,Professional Services,2008-2010,2408.89
CC10673,Bank Charges & Adjustments,2008-2010,5
CC10673,Office Supplies,2008-2010,611.87
CC10673,Printing,2008-2010,581.72
CC10673,Postage/Mailing,2008-2010,339.14
CC10673,Other,2008-2010,994.85
CC10673,Food & Beverages,2008-2010,265.5
CC10673,Professional Services,2010-2012,1047.67
CC10674,Bank Charges & Adjustments,2008-2010,43.43
CC10674,"Surveys, Polls & Voter Lists",2008-2010,300
CC10674,Filing Fee,2008-2010,250
CC10674,Lease/Rent,2008-2010,524.48
CC10674,Office Supplies,2008-2010,807.14
CC10674,Other,2008-2010,925
CC10674,Professional Services,2008-2010,2155.88
CC10674,Printing,2008-2010,7827.99
CC10674,Postage/Mailing,2008-2010,5662.71
CC10674,Advertising,2008-2010,1204.19
CC10674,Food & Beverages,2008-2010,1731.46
CC10674,Bank Charges & Adjustments,2010-2012,259.75
CC10674,Filing Fee,2010-2012,250
CC10674,Bank Charges & Adjustments,2012-2014,40
CC10674,Bank Charges & Adjustments,2014-2016,40
CC10674,Postage/Mailing,2014-2016,0.98
CC10674,Filing Fee,2014-2016,250
CC10674,Advertising,2014-2016,2730.23
CC10674,Bank Charges & Adjustments,2016-2018,5
CC10674,Contribution to Community Organization,2016-2018,294.64
CC10675,Advertising,2008-2010,9584.84
CC10675,"Surveys, Polls & Voter Lists",2008-2010,112
CC10675,Lease/Rent,2008-2010,2490
CC10675,Filing Fee,2008-2010,25
CC10675,Office Supplies,2008-2010,830.99
CC10675,Postage/Mailing,2008-2010,8068.99
CC10675,Printing,2008-2010,14288.72
CC10675,Professional Services,2008-2010,1878.62
CC10675,Other,2008-2010,482.75
CC10675,Insurance,2008-2010,500
CC10675,Bank Charges & Adjustments,2008-2010,25
CC10675,Food & Beverages,2008-2010,937.08
CC10675,Lease/Rent,2010-2012,1500
CC10675,Filing Fee,2010-2012,250
CC10675,Professional Services,2010-2012,350
CC10675,Postage/Mailing,2010-2012,7120.16
CC10675,Advertising,2010-2012,18581.43
CC10675,Office Supplies,2010-2012,43.56
CC10675,Printing,2010-2012,15571.99
CC10675,Food & Beverages,2010-2012,458.1
CC10675,Other,2010-2012,1715.97
CC10675,Bank Charges & Adjustments,2014-2016,47.62
CC10675,Postage/Mailing,2014-2016,18
CC10675,"Surveys, Polls & Voter Lists",2014-2016,100
CC10675,Filing Fee,2014-2016,50
CC10675,Food & Beverages,2014-2016,136.21
CC10675,Office Supplies,2014-2016,55.93
CC10675,Printing,2014-2016,24649.12
CC10675,Advertising,2014-2016,14722.42
CC10675,Other,2014-2016,1405.73
CC10675,Travel & Lodging,2014-2016,279.2
CC10676,Bank Charges & Adjustments,2008-2010,6.68
CC10676,Candidate Fundraiser Tickets,2008-2010,80
CC10676,Filing Fee,2008-2010,250
CC10676,Advertising,2008-2010,6754.36
CC10676,Printing,2008-2010,96.77
CC10676,Office Supplies,2008-2010,111.54
CC10676,Postage/Mailing,2008-2010,61.6
CC10676,Food & Beverages,2008-2010,800.59
CC10676,Other,2008-2010,1162.57
CC10676,Contribution to Community Organization,2008-2010,419.5
CC10677,Other,2008-2010,337.98
CC10677,Food & Beverages,2008-2010,1301.46
CC10677,Printing,2008-2010,1534.89
CC10677,Advertising,2010-2012,1210.34
CC10677,Food & Beverages,2010-2012,1034.65
CC10677,Other,2010-2012,150
CC10677,Printing,2010-2012,3811.31
CC10678,Bank Charges & Adjustments,2008-2010,48.11
CC10678,Printing,2008-2010,460.74
CC10678,Candidate Fundraiser Tickets,2008-2010,55.68
CC10678,Advertising,2008-2010,942.52
CC10678,Professional Services,2008-2010,600
CC10678,Office Supplies,2008-2010,270.32
CC10678,Filing Fee,2008-2010,250
CC10678,Postage/Mailing,2008-2010,44.44
CC10679,Food & Beverages,2008-2010,309.16
CC10679,Other,2008-2010,59.77
CC10679,Printing,2008-2010,806.07
CC10679,Filing Fee,2008-2010,25
CC10680,Contribution to Community Organization,2008-2010,52
CC10680,Printing,2008-2010,2151.83
CC10680,Other,2008-2010,439.14
CC10680,Filing Fee,2008-2010,250
CC10680,Bank Charges & Adjustments,2008-2010,108.41
CC10680,Postage/Mailing,2008-2010,5789.09
CC10680,Food & Beverages,2008-2010,24.36
CC10680,Professional Services,2008-2010,1100
CC10680,Advertising,2008-2010,111.9
CC10680,Contribution to Political Party,2010-2012,280
CC10680,Bank Charges & Adjustments,2010-2012,18
CC10680,Printing,2010-2012,48.96
CC10680,Other,2010-2012,262.79
CC10680,Bank Charges & Adjustments,2012-2014,7.55
CC10680,Other,2012-2014,228.83
CC10681,Advertising,2008-2010,2821.06
CC10681,Other,2008-2010,1178.94
CC10683,Hawaii Election Campaign Fund,2008-2010,22.42
CC10683,Contribution to Political Party,2008-2010,15
CC10683,Other,2008-2010,200
CC10683,Advertising,2008-2010,32.58
CC10684,Other,2008-2010,50
CC10684,Advertising,2008-2010,330
CC10684,Filing Fee,2008-2010,30
CC10684,Lease/Rent,2008-2010,60
CC10684,Bank Charges & Adjustments,2008-2010,19
CC10684,Bank Charges & Adjustments,2010-2012,1
CC10685,Other,2008-2010,96.42
CC10685,Printing,2008-2010,315.56
CC10687,Advertising,2008-2010,68.01
CC10687,Other,2010-2012,100
CC10688,Postage/Mailing,2008-2010,563.6
CC10688,Office Supplies,2008-2010,569.1
CC10688,Food & Beverages,2008-2010,85.42
CC10688,Professional Services,2008-2010,855
CC10688,Other,2008-2010,2625.89
CC10688,Professional Services,2010-2012,679.31
CC10688,Filing Fee,2010-2012,25
CC10688,Other,2010-2012,96.68
CC10689,Hawaii Election Campaign Fund,2008-2010,250
CC10689,Bank Charges & Adjustments,2008-2010,8
CC10689,Other,2008-2010,602.09
CC10689,Professional Services,2008-2010,2357.25
CC10689,Professional Services,2010-2012,209.53
CC10690,Postage/Mailing,2008-2010,476.49
CC10690,Professional Services,2008-2010,1000
CC10690,Food & Beverages,2008-2010,3034.33
CC10690,Printing,2008-2010,3167.52
CC10690,Other,2008-2010,14.63
CC10690,Advertising,2008-2010,836.03
CC10692,Filing Fee,2008-2010,25
CC10692,Other,2008-2010,170.65
CC10692,Printing,2008-2010,37.08
CC10692,Food & Beverages,2008-2010,16.55
CC10693,Bank Charges & Adjustments,2008-2010,18
CC10693,Lease/Rent,2008-2010,60
CC10693,Professional Services,2008-2010,60
CC10693,Office Supplies,2008-2010,14.91
CC10693,Filing Fee,2008-2010,25
CC10693,Other,2008-2010,156
CC10693,Advertising,2008-2010,6103.93
CC10693,Food & Beverages,2008-2010,545.38
CC10693,Food & Beverages,2010-2012,319.36
CC10693,Bank Charges & Adjustments,2010-2012,8
CC10693,Other,2010-2012,250
CC10693,Hawaii Election Campaign Fund,2010-2012,99.42
CC10694,Postage/Mailing,2008-2010,11.58
CC10694,Advertising,2008-2010,941.36
CC10694,Filing Fee,2008-2010,25
CC10694,Printing,2008-2010,838.82
CC10694,Professional Services,2008-2010,94.24
CC10694,Office Supplies,2008-2010,322.11
CC10694,Other,2008-2010,72.66
CC10694,Contribution to Community Organization,2010-2012,214.01
CC10695,Advertising,2008-2010,55.94
CC10695,Food & Beverages,2008-2010,1451.64
CC10695,"Surveys, Polls & Voter Lists",2008-2010,178.98
CC10695,Bank Charges & Adjustments,2008-2010,15
CC10695,Postage/Mailing,2008-2010,1641.59
CC10695,Other,2008-2010,152.41
CC10695,Printing,2008-2010,7357
CC10695,Bank Charges & Adjustments,2010-2012,131.98
CC10695,Hawaii Election Campaign Fund,2010-2012,500
CC10696,Postage/Mailing,2008-2010,1966.89
CC10696,Printing,2008-2010,2692.65
CC10696,Bank Charges & Adjustments,2008-2010,39
CC10696,Filing Fee,2008-2010,25
CC10696,"Surveys, Polls & Voter Lists",2008-2010,300
CC10696,Other,2008-2010,97.5
CC10696,Other,2010-2012,136
CC10696,Postage/Mailing,2012-2014,76
CC10698,Advertising,2008-2010,816.76
CC10698,Postage/Mailing,2008-2010,7
CC10698,Bank Charges & Adjustments,2008-2010,33.5
CC10698,Other,2008-2010,462.83
CC10698,Bank Charges & Adjustments,2010-2012,55.95
CC10698,Other,2010-2012,2438.79
CC10699,Food & Beverages,2008-2010,67.29
CC10699,Filing Fee,2008-2010,25
CC10699,Advertising,2008-2010,681.57
CC10700,Printing,2008-2010,1317.13
CC10700,Advertising,2008-2010,3391.36
CC10700,Bank Charges & Adjustments,2008-2010,42.28
CC10700,Bank Charges & Adjustments,2010-2012,10
CC10700,Advertising,2012-2014,942.41
CC10700,Hawaii Election Campaign Fund,2014-2016,350
CC10700,Office Supplies,2014-2016,7.11
CC10700,Other,2014-2016,1228.3
CC10700,Postage/Mailing,2014-2016,49
CC10700,Contribution to Community Organization,2014-2016,182.71
CC10700,Food & Beverages,2014-2016,1985.27
CC10701,Printing,2008-2010,9.61
CC10701,"Surveys, Polls & Voter Lists",2008-2010,22.53
CC10701,Filing Fee,2008-2010,45
CC10701,Candidate Fundraiser Tickets,2008-2010,250
CC10701,Postage/Mailing,2008-2010,155.75
CC10701,Lease/Rent,2008-2010,280
CC10701,Other,2008-2010,444.22
CC10701,Office Supplies,2008-2010,948.67
CC10701,Food & Beverages,2008-2010,1323.87
CC10701,Advertising,2008-2010,16689.52
CC10701,Filing Fee,2010-2012,75
CC10701,Other,2010-2012,898.57
CC10701,Bank Charges & Adjustments,2010-2012,33
CC10702,Filing Fee,2008-2010,250
CC10702,Advertising,2008-2010,100
CC10702,Food & Beverages,2008-2010,1020.28
CC10702,Office Supplies,2008-2010,243.58
CC10702,Postage/Mailing,2008-2010,5200.94
CC10702,Professional Services,2008-2010,1547.37
CC10702,Printing,2008-2010,7587.49
CC10702,Other,2008-2010,3480.69
CC10702,Bank Charges & Adjustments,2008-2010,51.36
CC10702,Filing Fee,2010-2012,250
CC10702,Office Supplies,2010-2012,110.02
CC10702,Food & Beverages,2010-2012,552.21
CC10702,Contribution to Political Party,2010-2012,365
CC10702,Postage/Mailing,2010-2012,7028.03
CC10702,Printing,2010-2012,7065.63
CC10702,Bank Charges & Adjustments,2010-2012,132.39
CC10702,Other,2010-2012,141.19
CC10702,Professional Services,2010-2012,2115.99
CC10702,Travel & Lodging,2010-2012,474.34
CC10702,Postage/Mailing,2012-2014,244
CC10702,Other,2012-2014,4707.42
CC10702,Professional Services,2012-2014,1683.77
CC10703,Filing Fee,2008-2010,75
CC10703,Bank Charges & Adjustments,2008-2010,19
CC10703,Postage/Mailing,2008-2010,13.1
CC10703,Other,2008-2010,104.88
CC10703,Food & Beverages,2008-2010,1309.46
CC10703,Printing,2008-2010,999.07
CC10703,Office Supplies,2008-2010,23.91
CC10703,Advertising,2008-2010,3825.24
CC10703,Postage/Mailing,2010-2012,13.76
CC10703,Other,2010-2012,200
CC10703,Printing,2010-2012,20.24
CC10704,"Surveys, Polls & Voter Lists",2008-2010,110.33
CC10704,Food & Beverages,2008-2010,37.68
CC10704,Advertising,2008-2010,841.1
CC10704,Bank Charges & Adjustments,2012-2014,15
CC10705,Printing,2008-2010,2845.97
CC10705,Advertising,2008-2010,418.66
CC10705,Advertising,2010-2012,4587.84
CC10705,Other,2010-2012,255
CC10705,Postage/Mailing,2010-2012,62
CC10705,Advertising,2012-2014,1019.9
CC10705,Bank Charges & Adjustments,2012-2014,14.85
CC10705,Other,2012-2014,190
CC10705,Bank Charges & Adjustments,2014-2016,108.9
CC10705,Other,2014-2016,204
CC10705,Bank Charges & Adjustments,2016-2018,44.6
CC10707,Food & Beverages,2008-2010,372
CC10707,Professional Services,2008-2010,50
CC10707,Printing,2008-2010,2056.48
CC10707,Advertising,2008-2010,358.87
CC10707,Other,2008-2010,3306.11
CC10707,Postage/Mailing,2008-2010,44
CC10707,Office Supplies,2008-2010,14.72
CC10707,Food & Beverages,2010-2012,890.44
CC10707,Hawaii Election Campaign Fund,2010-2012,350
CC10707,Candidate Fundraiser Tickets,2010-2012,1200
CC10707,Other,2012-2014,1106.25
CC10707,Lease/Rent,2012-2014,800
CC10707,Candidate Fundraiser Tickets,2012-2014,600
CC10708,Filing Fee,2008-2010,25
CC10708,Candidate Fundraiser Tickets,2008-2010,60
CC10708,Advertising,2008-2010,17.7
CC10708,Office Supplies,2008-2010,38.01
CC10708,Printing,2008-2010,36.87
