expenditure_category,election_period,amount,reg_no,id
Other,2012-2014,31440.10,CC10254,4979
Contribution to Community Organization,2010-2012,762.20,CC10254,4980
Advertising,2010-2012,925.00,CC10254,4981
Advertising,2006-2008,1844.08,CC10254,4982
Printing,2006-2008,4866.77,CC10254,4983
Printing,2010-2012,20027.83,CC10254,4984
Contribution to Community Organization,2006-2008,1928.54,CC10254,4985
Other,2010-2012,33.70,CC10924,4986
Professional Services,2010-2012,10.00,CC10924,4987
Vehicle,2010-2012,612.64,CC10924,4988
Bank Charges & Adjustments,2010-2012,57.00,CC10924,4989
Bank Charges & Adjustments,2012-2014,5.00,CC10924,4990
Advertising,2012-2014,62.87,CC10924,4991
Office Supplies,2010-2012,122.78,CC10924,4992
Postage/Mailing,2010-2012,32.00,CC10924,4993
Lease/Rent,2010-2012,166.00,CC10924,4994
Advertising,2010-2012,13542.04,CC10924,4995
Printing,2010-2012,1972.37,CC10924,4996
Contribution to Political Party,2010-2012,75.00,CC10924,4997
Advertising,2010-2012,2127.31,CC10348,4998
Travel & Lodging,2006-2008,323.00,CC10348,4999
Office Supplies,2006-2008,32.81,CC10348,5000
Filing Fee,2006-2008,250.00,CC10348,5001
Professional Services,2006-2008,1356.29,CC10348,5002
Printing,2006-2008,792.94,CC10348,5003
Contribution to Political Party,2006-2008,100.00,CC10348,5004
Candidate Fundraiser Tickets,2006-2008,38.12,CC10348,5005
Hawaii Election Campaign Fund,2006-2008,8.80,CC10348,5006
Bank Charges & Adjustments,2006-2008,51.05,CC10348,5007
Other,2010-2012,633.13,CC10348,5008
Food & Beverages,2006-2008,2500.00,CC10348,5009
Advertising,2006-2008,9982.84,CC10348,5010
Other,2006-2008,3418.30,CC10348,5011
Postage/Mailing,2006-2008,3751.16,CC10348,5012
"Surveys, Polls & Voter Lists",2006-2008,24.86,CC10348,5013
Filing Fee,2006-2008,25.00,CC10157,5014
Contribution to Community Organization,2006-2008,500.00,CC10157,5015
Office Supplies,2006-2008,46.56,CC10157,5016
Durable Assets,2008-2010,1499.00,CC10157,5017
Food & Beverages,2010-2012,419.83,CC10157,5018
Contribution to Community Organization,2008-2010,500.00,CC10157,5019
Lease/Rent,2006-2008,1485.00,CC10157,5020
Other,2008-2010,156.25,CC10157,5021
Contribution to Political Party,2006-2008,515.00,CC10157,5022
Contribution to Political Party,2008-2010,100.00,CC10157,5023
Postage/Mailing,2006-2008,2187.45,CC10157,5024
Hawaii Election Campaign Fund,2010-2012,577.86,CC10157,5025
Printing,2010-2012,52.08,CC10157,5026
Printing,2006-2008,1712.48,CC10157,5027
Advertising,2010-2012,1959.06,CC10157,5028
Bank Charges & Adjustments,2008-2010,42.00,CC10157,5029
Advertising,2006-2008,5033.93,CC10157,5030
Professional Services,2006-2008,166.40,CC10157,5031
Food & Beverages,2006-2008,2864.13,CC10157,5032
Bank Charges & Adjustments,2006-2008,69.25,CC10157,5033
Other,2006-2008,3913.80,CC10157,5034
Professional Services,2010-2012,2000.00,CC10157,5035
Contribution to Community Organization,2010-2012,400.00,CC10157,5036
Other,2010-2012,59048.12,CC10157,5037
"Surveys, Polls & Voter Lists",2008-2010,837.92,CC10539,5038
Filing Fee,2008-2010,1.49,CC10539,5039
Filing Fee,2010-2012,200.00,CC10539,5040
Candidate Fundraiser Tickets,2008-2010,250.00,CC10539,5041
Postage/Mailing,2008-2010,1615.00,CC10539,5042
Travel & Lodging,2008-2010,2669.59,CC10539,5043
Advertising,2008-2010,29031.96,CC10539,5044
Contribution to Political Party,2008-2010,595.00,CC10539,5045
Food & Beverages,2008-2010,748.38,CC10539,5046
Bank Charges & Adjustments,2008-2010,2785.83,CC10539,5047
Bank Charges & Adjustments,2010-2012,911.03,CC10539,5048
Contribution to Community Organization,2010-2012,75.00,CC10539,5049
Other,2008-2010,1950.00,CC10539,5050
Professional Services,2008-2010,31094.95,CC10539,5051
Contribution to Community Organization,2008-2010,983.00,CC10539,5052
Printing,2008-2010,11472.47,CC10539,5053
Food & Beverages,2008-2010,1064.03,CC10551,5054
Other,2008-2010,222.74,CC10551,5055
Printing,2008-2010,18954.88,CC10551,5056
Postage/Mailing,2008-2010,23241.64,CC10551,5057
Advertising,2008-2010,60897.54,CC10551,5058
Professional Services,2008-2010,13323.22,CC10551,5059
Filing Fee,2008-2010,618.62,CC10551,5060
Bank Charges & Adjustments,2010-2012,30.00,CC10551,5061
Utilities,2006-2008,172.62,CC10498,5062
Office Supplies,2006-2008,51.58,CC10498,5063
Printing,2006-2008,2364.28,CC10498,5064
Filing Fee,2006-2008,25.00,CC10498,5065
Food & Beverages,2006-2008,692.43,CC10498,5066
Advertising,2006-2008,58998.49,CC10498,5067
Other,2006-2008,3159.13,CC10498,5068
Postage/Mailing,2006-2008,68.42,CC10498,5069
Bank Charges & Adjustments,2006-2008,93.37,CC10498,5070
Professional Services,2006-2008,350.00,CC10498,5071
Bank Charges & Adjustments,2008-2010,40.00,CC10498,5072
Printing,2008-2010,100.00,CC10671,5073
Lease/Rent,2008-2010,1092.60,CC10150,5074
Hawaii Election Campaign Fund,2006-2008,50.00,CC10150,5075
"Surveys, Polls & Voter Lists",2006-2008,7000.00,CC10150,5076
Lease/Rent,2006-2008,19088.64,CC10150,5077
Insurance,2008-2010,250.00,CC10150,5078
Insurance,2006-2008,631.00,CC10150,5079
Insurance,2010-2012,835.10,CC10150,5080
Professional Services,2008-2010,7194.67,CC10150,5081
Professional Services,2006-2008,53158.68,CC10150,5082
Other,2010-2012,3238.15,CC10150,5083
Contribution to Community Organization,2006-2008,406.28,CC10150,5084
Utilities,2008-2010,548.31,CC10150,5085
Printing,2008-2010,32791.76,CC10150,5086
Utilities,2006-2008,5244.31,CC10150,5087
Postage/Mailing,2010-2012,7248.59,CC10150,5088
Bank Charges & Adjustments,2010-2012,133.28,CC10150,5089
Bank Charges & Adjustments,2006-2008,1840.08,CC10150,5090
Bank Charges & Adjustments,2012-2014,38.70,CC10150,5091
Bank Charges & Adjustments,2008-2010,489.99,CC10150,5092
Postage/Mailing,2006-2008,52893.84,CC10150,5093
Advertising,2008-2010,18232.64,CC10150,5094
Contribution to Community Organization,2010-2012,500.00,CC10150,5095
Printing,2006-2008,48022.64,CC10150,5096
Contribution to Community Organization,2012-2014,1000.00,CC10150,5097
Other,2008-2010,4846.07,CC10150,5098
Postage/Mailing,2012-2014,136.16,CC10150,5099
Postage/Mailing,2008-2010,24905.09,CC10150,5100
Advertising,2006-2008,364969.40,CC10150,5101
Contribution to Community Organization,2008-2010,1000.00,CC10150,5102
Advertising,2012-2014,3068.58,CC10150,5103
Office Supplies,2008-2010,65.43,CC10150,5104
Food & Beverages,2012-2014,930.37,CC10150,5105
Advertising,2010-2012,10126.72,CC10150,5106
Filing Fee,2010-2012,250.00,CC10150,5107
Filing Fee,2006-2008,500.00,CC10150,5108
Office Supplies,2006-2008,3288.88,CC10150,5109
Professional Services,2010-2012,4675.13,CC10150,5110
Other,2012-2014,1259.12,CC10150,5111
Lease/Rent,2010-2012,3447.78,CC10150,5112
Food & Beverages,2010-2012,14492.20,CC10150,5113
Printing,2012-2014,314.14,CC10150,5114
Printing,2010-2012,33520.69,CC10150,5115
Vehicle,2006-2008,75.00,CC10150,5116
Other,2006-2008,40637.59,CC10150,5117
Food & Beverages,2008-2010,2878.03,CC10150,5118
Food & Beverages,2006-2008,19602.32,CC10150,5119
Bank Charges & Adjustments,2010-2012,52.50,CC10881,5120
Postage/Mailing,2010-2012,17581.34,CC10881,5121
Professional Services,2010-2012,2188.48,CC10881,5122
Filing Fee,2010-2012,250.00,CC10881,5123
Office Supplies,2010-2012,37.11,CC10881,5124
"Surveys, Polls & Voter Lists",2010-2012,196.65,CC10881,5125
Printing,2010-2012,11882.54,CC10881,5126
Hawaii Election Campaign Fund,2012-2014,62.50,CC10881,5127
Food & Beverages,2012-2014,572.00,CC10881,5128
"Surveys, Polls & Voter Lists",2008-2010,110.33,CC10704,5129
Advertising,2008-2010,200.00,CC10704,5130
Food & Beverages,2008-2010,37.68,CC10704,5131
Advertising,2010-2012,2863.33,CC10187,5132
Contribution to Community Organization,2006-2008,150.00,CC10187,5133
Candidate Fundraiser Tickets,2008-2010,500.00,CC10187,5134
Postage/Mailing,2010-2012,440.00,CC10187,5135
Postage/Mailing,2008-2010,1054.24,CC10187,5136
Hawaii Election Campaign Fund,2010-2012,600.00,CC10187,5137
Food & Beverages,2010-2012,4008.92,CC10187,5138
Office Supplies,2008-2010,795.12,CC10187,5139
Professional Services,2008-2010,4658.75,CC10187,5140
Vehicle,2008-2010,83.16,CC10187,5141
Food & Beverages,2008-2010,4973.91,CC10187,5142
Travel & Lodging,2008-2010,540.60,CC10187,5143
Hawaii Election Campaign Fund,2008-2010,50.00,CC10187,5144
Printing,2008-2010,1346.70,CC10187,5145
Candidate Fundraiser Tickets,2012-2014,400.00,CC10187,5146
Professional Services,2010-2012,3400.00,CC10187,5147
Other,2010-2012,217.91,CC10187,5148
Candidate Fundraiser Tickets,2010-2012,6630.00,CC10187,5149
Contribution to Political Party,2008-2010,900.00,CC10187,5150
Office Supplies,2006-2008,41.36,CC10187,5151
Candidate Fundraiser Tickets,2006-2008,2000.00,CC10187,5152
Filing Fee,2008-2010,258.00,CC10187,5153
Contribution to Political Party,2006-2008,500.00,CC10187,5154
Advertising,2008-2010,30761.63,CC10187,5155
Contribution to Community Organization,2010-2012,3980.00,CC10187,5156
Contribution to Community Organization,2008-2010,2520.00,CC10187,5157
Other,2008-2010,1163.74,CC10187,5158
Lease/Rent,2012-2014,156.25,CC10805,5159
Filing Fee,2010-2012,47.50,CC10805,5160
Postage/Mailing,2010-2012,175.00,CC10805,5161
Candidate Fundraiser Tickets,2010-2012,125.00,CC10805,5162
Other,2012-2014,91.73,CC10805,5163
Office Supplies,2010-2012,1256.12,CC10805,5164
Printing,2010-2012,2697.41,CC10805,5165
Advertising,2010-2012,16207.38,CC10805,5166
Food & Beverages,2010-2012,1169.23,CC10805,5167
Lease/Rent,2010-2012,235.00,CC10805,5168
Bank Charges & Adjustments,2010-2012,153.54,CC10805,5169
Other,2010-2012,742.83,CC10805,5170
Office Supplies,2008-2010,19.10,CC10649,5171
Contribution to Community Organization,2012-2014,369.65,CC10649,5172
Professional Services,2008-2010,6398.93,CC10649,5173
"Surveys, Polls & Voter Lists",2008-2010,174.29,CC10649,5174
Lease/Rent,2008-2010,132.00,CC10649,5175
Filing Fee,2008-2010,250.00,CC10649,5176
Lease/Rent,2010-2012,185.00,CC10649,5177
Other,2008-2010,1118.71,CC10649,5178
Postage/Mailing,2010-2012,4861.90,CC10649,5179
Food & Beverages,2008-2010,179.20,CC10649,5180
Food & Beverages,2012-2014,600.00,CC10649,5181
Hawaii Election Campaign Fund,2010-2012,433.31,CC10649,5182
Food & Beverages,2010-2012,521.20,CC10649,5183
Postage/Mailing,2008-2010,5710.32,CC10649,5184
Bank Charges & Adjustments,2008-2010,34.15,CC10649,5185
Printing,2010-2012,4522.61,CC10649,5186
Printing,2008-2010,1761.81,CC10649,5187
Bank Charges & Adjustments,2010-2012,14.80,CC10649,5188
"Surveys, Polls & Voter Lists",2010-2012,235.60,CC10649,5189
Other,2010-2012,18.32,CC10649,5190
Durable Assets,2008-2010,120.00,CC10611,5191
Printing,2008-2010,970.42,CC10611,5192
Contribution to Community Organization,2008-2010,150.00,CC10611,5193
Office Supplies,2006-2008,24.10,CC10226,5194
Candidate Fundraiser Tickets,2008-2010,20.00,CC10226,5195
Postage/Mailing,2008-2010,1420.00,CC10226,5196
Bank Charges & Adjustments,2012-2014,37.00,CC10226,5197
Office Supplies,2012-2014,39.00,CC10226,5198
Food & Beverages,2006-2008,914.06,CC10226,5199
Bank Charges & Adjustments,2008-2010,133.00,CC10226,5200
Bank Charges & Adjustments,2010-2012,181.00,CC10226,5201
Office Supplies,2008-2010,380.25,CC10226,5202
Contribution to Political Party,2008-2010,40.00,CC10226,5203
Candidate Fundraiser Tickets,2010-2012,1220.00,CC10226,5204
Lease/Rent,2010-2012,100.00,CC10226,5205
Postage/Mailing,2006-2008,5150.31,CC10226,5206
Printing,2006-2008,16861.55,CC10226,5207
Professional Services,2012-2014,992.74,CC10226,5208
Professional Services,2008-2010,19080.72,CC10226,5209
Professional Services,2010-2012,11143.17,CC10226,5210
Printing,2008-2010,86.45,CC10226,5211
Postage/Mailing,2010-2012,590.45,CC10226,5212
Office Supplies,2010-2012,367.30,CC10226,5213
Insurance,2010-2012,100.00,CC10226,5214
Contribution to Political Party,2012-2014,2000.00,CC10226,5215
Food & Beverages,2012-2014,2711.78,CC10226,5216
Contribution to Community Organization,2012-2014,3360.00,CC10226,5217
Filing Fee,2010-2012,250.00,CC10226,5218
Other,2010-2012,2511.28,CC10226,5219
Other,2012-2014,2194.84,CC10226,5220
Food & Beverages,2008-2010,5873.34,CC10226,5221
Travel & Lodging,2012-2014,608.25,CC10226,5222
Filing Fee,2008-2010,25.00,CC10226,5223
Travel & Lodging,2008-2010,871.58,CC10226,5224
Travel & Lodging,2010-2012,377.20,CC10226,5225
Food & Beverages,2010-2012,16056.00,CC10226,5226
Advertising,2012-2014,5628.11,CC10226,5227
Other,2006-2008,3159.66,CC10226,5228
Contribution to Community Organization,2010-2012,8810.00,CC10226,5229
Advertising,2008-2010,22279.02,CC10226,5230
Contribution to Community Organization,2008-2010,2553.31,CC10226,5231
Other,2008-2010,1686.93,CC10226,5232
Advertising,2010-2012,30979.18,CC10226,5233
Advertising,2006-2008,26598.31,CC10226,5234
Contribution to Community Organization,2006-2008,302.60,CC10226,5235
Other,2010-2012,150.00,CC10503,5236
Filing Fee,2010-2012,25.00,CC10503,5237
"Surveys, Polls & Voter Lists",2010-2012,576.49,CC10353,5238
Contribution to Political Party,2010-2012,200.00,CC10353,5239
Filing Fee,2010-2012,150.00,CC10353,5240
Filing Fee,2012-2014,200.00,CC10353,5241
"Surveys, Polls & Voter Lists",2006-2008,555.50,CC10353,5242
Filing Fee,2006-2008,25.00,CC10353,5243
Candidate Fundraiser Tickets,2008-2010,74.93,CC10353,5244
Office Supplies,2008-2010,27.84,CC10353,5245
Other,2006-2008,190.01,CC10353,5246
Food & Beverages,2008-2010,2606.30,CC10353,5247
Office Supplies,2006-2008,745.33,CC10353,5248
Professional Services,2008-2010,4.17,CC10353,5249
Professional Services,2006-2008,16.19,CC10353,5250
Postage/Mailing,2008-2010,3477.82,CC10353,5251
Postage/Mailing,2006-2008,11618.52,CC10353,5252
Postage/Mailing,2010-2012,13062.67,CC10353,5253
Food & Beverages,2006-2008,1345.46,CC10353,5254
"Surveys, Polls & Voter Lists",2008-2010,795.00,CC10353,5255
Contribution to Community Organization,2010-2012,50.00,CC10353,5256
Other,2010-2012,713.74,CC10353,5257
Bank Charges & Adjustments,2008-2010,102.00,CC10353,5258
Bank Charges & Adjustments,2006-2008,93.65,CC10353,5259
Food & Beverages,2010-2012,6550.55,CC10353,5260
Professional Services,2010-2012,966.01,CC10353,5261
Contribution to Community Organization,2012-2014,50.00,CC10353,5262
Other,2008-2010,236.20,CC10353,5263
Printing,2010-2012,3865.32,CC10353,5264
Printing,2008-2010,227.08,CC10353,5265
Printing,2006-2008,9778.90,CC10353,5266
Advertising,2006-2008,3479.01,CC10353,5267
Advertising,2008-2010,10588.62,CC10353,5268
Advertising,2010-2012,10985.58,CC10353,5269
Printing,2008-2010,146.59,CC10786,5270
Filing Fee,2008-2010,25.00,CC10786,5271
Professional Services,2010-2012,679.31,CC10688,5272
Filing Fee,2010-2012,25.00,CC10688,5273
Food & Beverages,2008-2010,85.42,CC10688,5274
Other,2010-2012,96.68,CC10688,5275
Office Supplies,2008-2010,569.10,CC10688,5276
Postage/Mailing,2008-2010,563.60,CC10688,5277
Professional Services,2008-2010,855.00,CC10688,5278
Other,2008-2010,2625.89,CC10688,5279
Printing,2010-2012,75.00,CC10912,5280
Filing Fee,2010-2012,25.00,CC10912,5281
Utilities,2010-2012,165.14,CC10936,5282
Vehicle,2010-2012,537.80,CC10936,5283
Filing Fee,2010-2012,25.00,CC10936,5284
Advertising,2010-2012,2029.62,CC10936,5285
Bank Charges & Adjustments,2010-2012,37.90,CC10936,5286
Other,2010-2012,128.95,CC10936,5287
Postage/Mailing,2010-2012,187.77,CC10936,5288
Insurance,2010-2012,120.50,CC10936,5289
Lease/Rent,2010-2012,2000.00,CC10936,5290
Office Supplies,2010-2012,1791.51,CC10936,5291
Food & Beverages,2010-2012,937.10,CC10936,5292
Travel & Lodging,2010-2012,1143.16,CC10936,5293
Lease/Rent,2010-2012,220.94,CC10870,5294
Postage/Mailing,2010-2012,4032.13,CC10870,5295
Filing Fee,2010-2012,25.00,CC10870,5296
Food & Beverages,2010-2012,2180.43,CC10870,5297
Office Supplies,2010-2012,317.40,CC10870,5298
Bank Charges & Adjustments,2010-2012,24.61,CC10870,5299
Printing,2010-2012,3653.64,CC10870,5300
Advertising,2010-2012,6831.17,CC10870,5301
Professional Services,2010-2012,1030.59,CC10870,5302
Other,2010-2012,1711.87,CC10870,5303
Bank Charges & Adjustments,2008-2010,0.30,CC10601,5304
Professional Services,2010-2012,600.00,CC10601,5305
"Surveys, Polls & Voter Lists",2008-2010,1256.55,CC10601,5306
Lease/Rent,2008-2010,48.08,CC10601,5307
Filing Fee,2008-2010,250.00,CC10601,5308
Advertising,2008-2010,8500.90,CC10601,5309
Office Supplies,2008-2010,360.00,CC10601,5310
Utilities,2008-2010,458.69,CC10601,5311
Professional Services,2008-2010,2500.00,CC10601,5312
Food & Beverages,2008-2010,433.47,CC10601,5313
Postage/Mailing,2008-2010,2708.58,CC10601,5314
Filing Fee,2008-2010,25.00,CC10765,5315
Advertising,2008-2010,52.00,CC10765,5316
Printing,2008-2010,286.00,CC10765,5317
Professional Services,2008-2010,5.00,CC10765,5318
Postage/Mailing,2008-2010,132.00,CC10765,5319
Filing Fee,2010-2012,250.00,CC10896,5320
Advertising,2012-2014,38.30,CC10896,5321
Vehicle,2010-2012,42.00,CC10896,5322
Bank Charges & Adjustments,2012-2014,179.88,CC10896,5323
Bank Charges & Adjustments,2010-2012,50.68,CC10896,5324
Travel & Lodging,2010-2012,1282.09,CC10896,5325
Postage/Mailing,2010-2012,165.86,CC10896,5326
Office Supplies,2010-2012,28.00,CC10896,5327
Travel & Lodging,2012-2014,1890.63,CC10896,5328
Food & Beverages,2010-2012,1053.30,CC10896,5329
Other,2012-2014,100.00,CC10896,5330
Professional Services,2010-2012,2025.00,CC10896,5331
Advertising,2010-2012,15972.42,CC10896,5332
Candidate Fundraiser Tickets,2008-2010,50.00,CC10597,5333
Office Supplies,2008-2010,126.80,CC10597,5334
Postage/Mailing,2008-2010,88.00,CC10597,5335
Food & Beverages,2008-2010,25.77,CC10597,5336
Printing,2008-2010,9329.12,CC10597,5337
Travel & Lodging,2008-2010,231.66,CC10597,5338
Advertising,2008-2010,3623.37,CC10597,5339
Professional Services,2008-2010,11.05,CC10610,5340
Advertising,2008-2010,1705.77,CC10610,5341
Lease/Rent,2008-2010,540.00,CC10610,5342
Office Supplies,2008-2010,26.79,CC10610,5343
Filing Fee,2008-2010,25.00,CC10610,5344
Postage/Mailing,2008-2010,4246.15,CC10610,5345
Printing,2008-2010,13420.16,CC10610,5346
Other,2008-2010,247.23,CC10610,5347
Food & Beverages,2008-2010,681.66,CC10610,5348
Utilities,2008-2010,235.83,CC10759,5349
Travel & Lodging,2008-2010,95.00,CC10759,5350
Advertising,2008-2010,1717.98,CC10759,5351
Printing,2008-2010,4030.29,CC10759,5352
Bank Charges & Adjustments,2008-2010,507.00,CC10759,5353
Office Supplies,2008-2010,1003.50,CC10759,5354
Food & Beverages,2008-2010,1412.22,CC10759,5355
Professional Services,2008-2010,2291.55,CC10759,5356
Postage/Mailing,2008-2010,401.00,CC10759,5357
Vehicle,2008-2010,6438.31,CC10759,5358
Other,2008-2010,974.15,CC10759,5359
Postage/Mailing,2008-2010,1441.89,CC10721,5360
Other,2008-2010,480.88,CC10721,5361
Printing,2008-2010,3602.09,CC10721,5362
Advertising,2008-2010,4397.00,CC10721,5363
Hawaii Election Campaign Fund,2012-2014,396.78,CC10940,5364
Utilities,2012-2014,141.80,CC10940,5365
Vehicle,2010-2012,530.22,CC10940,5366
Employee Services,2010-2012,1750.00,CC10940,5367
Bank Charges & Adjustments,2012-2014,31.98,CC10940,5368
Bank Charges & Adjustments,2010-2012,73.99,CC10940,5369
Office Supplies,2010-2012,123.76,CC10940,5370
Printing,2010-2012,10312.91,CC10940,5371
Utilities,2010-2012,534.16,CC10940,5372
Postage/Mailing,2010-2012,90.00,CC10940,5373
Travel & Lodging,2010-2012,1065.72,CC10940,5374
Professional Services,2010-2012,7356.20,CC10940,5375
Advertising,2010-2012,27497.31,CC10940,5376
Food & Beverages,2010-2012,2020.18,CC10940,5377
Lease/Rent,2010-2012,3057.31,CC10940,5378
Other,2010-2012,15532.53,CC10940,5379
Advertising,2008-2010,3436.49,CC10458,5380
Other,2006-2008,100.00,CC10458,5381
Food & Beverages,2008-2010,4014.47,CC10458,5382
Food & Beverages,2006-2008,390.07,CC10458,5383
Bank Charges & Adjustments,2006-2008,70.37,CC10458,5384
Utilities,2006-2008,491.34,CC10458,5385
Office Supplies,2006-2008,204.76,CC10458,5386
Advertising,2006-2008,33147.89,CC10458,5387
Filing Fee,2006-2008,25.00,CC10458,5388
Postage/Mailing,2006-2008,210.00,CC10458,5389
Travel & Lodging,2006-2008,941.69,CC10458,5390
Contribution to Community Organization,2006-2008,25.00,CC10458,5391
Bank Charges & Adjustments,2006-2008,105.95,CC10395,5392
Utilities,2006-2008,26.54,CC10395,5393
Professional Services,2006-2008,209.42,CC10395,5394
Food & Beverages,2006-2008,4925.40,CC10395,5395
"Surveys, Polls & Voter Lists",2006-2008,314.14,CC10395,5396
Postage/Mailing,2006-2008,20733.34,CC10395,5397
"Surveys, Polls & Voter Lists",2008-2010,523.56,CC10395,5398
Postage/Mailing,2008-2010,9732.09,CC10395,5399
Filing Fee,2008-2010,250.00,CC10395,5400
Office Supplies,2010-2012,311.99,CC10395,5401
Printing,2006-2008,17608.08,CC10395,5402
Lease/Rent,2012-2014,389.53,CC10395,5403
Lease/Rent,2006-2008,591.77,CC10395,5404
Lease/Rent,2008-2010,1896.52,CC10395,5405
Postage/Mailing,2010-2012,9929.11,CC10395,5406
Lease/Rent,2010-2012,728.80,CC10395,5407
Office Supplies,2006-2008,232.55,CC10395,5408
Durable Assets,2010-2012,1515.13,CC10395,5409
Other,2010-2012,38.43,CC10395,5410
Food & Beverages,2010-2012,1875.11,CC10395,5411
Food & Beverages,2012-2014,1174.34,CC10395,5412
Utilities,2012-2014,379.79,CC10395,5413
Utilities,2010-2012,644.85,CC10395,5414
Printing,2010-2012,6688.28,CC10395,5415
Other,2008-2010,7014.42,CC10395,5416
Printing,2008-2010,10555.89,CC10395,5417
Contribution to Community Organization,2008-2010,225.00,CC10395,5418
Utilities,2008-2010,506.25,CC10395,5419
Food & Beverages,2008-2010,4076.49,CC10395,5420
Other,2012-2014,4115.15,CC10395,5421
Other,2006-2008,7632.79,CC10395,5422
Professional Services,2006-2008,146.58,CC10184,5423
Employee Services,2008-2010,150.00,CC10184,5424
Candidate Fundraiser Tickets,2008-2010,70.02,CC10184,5425
Candidate Fundraiser Tickets,2006-2008,140.04,CC10184,5426
Lease/Rent,2006-2008,170.00,CC10184,5427
Food & Beverages,2008-2010,2918.27,CC10184,5428
Filing Fee,2006-2008,250.00,CC10184,5429
Food & Beverages,2006-2008,4046.07,CC10184,5430
Office Supplies,2008-2010,268.04,CC10184,5431
Postage/Mailing,2006-2008,8665.76,CC10184,5432
Postage/Mailing,2008-2010,14760.68,CC10184,5433
Printing,2006-2008,6852.02,CC10184,5434
Candidate Fundraiser Tickets,2010-2012,1000.00,CC10184,5435
Lease/Rent,2010-2012,120.00,CC10184,5436
Postage/Mailing,2010-2012,20321.16,CC10184,5437
Professional Services,2010-2012,666.49,CC10184,5438
Durable Assets,2010-2012,85.64,CC10184,5439
Filing Fee,2010-2012,250.00,CC10184,5440
Bank Charges & Adjustments,2012-2014,25.00,CC11004,5441
Advertising,2008-2010,314.14,CC10184,5442
Other,2010-2012,2440.80,CC10184,5443
Other,2008-2010,198.85,CC10184,5444
Professional Services,2008-2010,213.81,CC10184,5445
Printing,2008-2010,8483.95,CC10184,5446
Food & Beverages,2010-2012,5085.34,CC10184,5447
Printing,2010-2012,10737.89,CC10184,5448
Candidate Fundraiser Tickets,2012-2014,1000.00,CC10184,5449
Contribution to Community Organization,2012-2014,4018.86,CC10184,5450
Filing Fee,2008-2010,250.00,CC10184,5451
Advertising,2010-2012,16511.51,CC10184,5452
Office Supplies,2006-2008,176.07,CC10184,5453
Other,2006-2008,292.04,CC10184,5454
"Surveys, Polls & Voter Lists",2006-2008,264.90,CC10184,5455
Advertising,2006-2008,2206.07,CC10184,5456
Bank Charges & Adjustments,2006-2008,28.25,CC10384,5457
"Surveys, Polls & Voter Lists",2006-2008,394.72,CC10384,5458
Vehicle,2006-2008,161.29,CC10384,5459
Candidate Fundraiser Tickets,2006-2008,42.93,CC10384,5460
Lease/Rent,2006-2008,600.00,CC10384,5461
Professional Services,2006-2008,275.00,CC10384,5462
Printing,2006-2008,9512.75,CC10384,5463
Office Supplies,2006-2008,605.07,CC10384,5464
Advertising,2006-2008,4216.75,CC10384,5465
Postage/Mailing,2006-2008,6392.83,CC10384,5466
Food & Beverages,2006-2008,3649.40,CC10384,5467
Other,2006-2008,6948.21,CC10384,5468
Contribution to Political Party,2010-2012,113.57,CC10751,5469
Other,2008-2010,25.00,CC10751,5470
Advertising,2008-2010,849.93,CC10751,5471
Advertising,2006-2008,559.34,CC10164,5472
Postage/Mailing,2006-2008,370.44,CC10164,5473
Printing,2006-2008,135.42,CC10164,5474
Professional Services,2006-2008,1000.91,CC10164,5475
Professional Services,2008-2010,115.10,CC10527,5476
Bank Charges & Adjustments,2006-2008,60.30,CC10164,5477
Bank Charges & Adjustments,2008-2010,14.80,CC10527,5478
Other,2008-2010,56.83,CC10527,5479
Advertising,2008-2010,3463.73,CC10527,5480
Food & Beverages,2008-2010,195.54,CC10527,5481
Lease/Rent,2008-2010,152.92,CC10527,5482
"Surveys, Polls & Voter Lists",2008-2010,250.00,CC10527,5483
Postage/Mailing,2008-2010,4029.48,CC10527,5484
Filing Fee,2008-2010,25.00,CC10527,5485
Printing,2008-2010,8875.40,CC10527,5486
Professional Services,2010-2012,89.40,CC10854,5487
Filing Fee,2010-2012,200.00,CC10854,5488
Vehicle,2010-2012,157.00,CC10854,5489
Hawaii Election Campaign Fund,2012-2014,276.72,CC10854,5490
Postage/Mailing,2010-2012,102.12,CC10854,5491
Contribution to Community Organization,2010-2012,100.00,CC10854,5492
Food & Beverages,2010-2012,357.75,CC10854,5493
Advertising,2010-2012,5286.81,CC10854,5494
Lease/Rent,2010-2012,41.81,CC10854,5495
Office Supplies,2010-2012,5.21,CC10854,5496
Hawaii Election Campaign Fund,2010-2012,220.00,CC10854,5497
Other,2010-2012,191.78,CC10854,5498
Advertising,2010-2012,732.90,CC10789,5499
Other,2010-2012,111.94,CC10789,5500
Food & Beverages,2010-2012,31.52,CC10654,5501
Postage/Mailing,2010-2012,25.96,CC10654,5502
Vehicle,2010-2012,40.00,CC10654,5503
Bank Charges & Adjustments,2010-2012,33.00,CC10654,5504
Professional Services,2008-2010,1750.00,CC10654,5505
Travel & Lodging,2008-2010,552.13,CC10654,5506
Vehicle,2008-2010,497.91,CC10654,5507
Filing Fee,2008-2010,25.00,CC10654,5508
Printing,2008-2010,43.72,CC10654,5509
Bank Charges & Adjustments,2008-2010,12.60,CC10654,5510
Office Supplies,2008-2010,214.31,CC10654,5511
Advertising,2010-2012,144.08,CC10654,5512
