expenditure_category,election_period,amount,reg_no,id
Professional Services,2010-2012,5660.86,CC10415,7174
Contribution to Political Party,2010-2012,500,CC10415,7175
Bank Charges & Adjustments,2012-2014,152.6,CC10415,7176
Utilities,2012-2014,88.13,CC10415,7177
Professional Services,2012-2014,2500,CC10415,7178
Travel & Lodging,2012-2014,352.4,CC10415,7179
Bank Charges & Adjustments,2014-2016,5.22,CC10415,7180
Professional Services,2014-2016,1250,CC10415,7181
Bank Charges & Adjustments,2006-2008,28,CC10417,7182
Lease/Rent,2006-2008,280.5,CC10417,7183
Other,2006-2008,1385.18,CC10417,7184
Food & Beverages,2006-2008,2759.35,CC10417,7185
Postage/Mailing,2006-2008,4897.53,CC10417,7186
Filing Fee,2006-2008,250,CC10417,7187
Office Supplies,2006-2008,978.78,CC10417,7188
"Surveys, Polls & Voter Lists",2006-2008,331.12,CC10417,7189
Printing,2006-2008,5426.94,CC10417,7190
Advertising,2006-2008,11081.7,CC10417,7191
Office Supplies,2008-2010,39.73,CC10417,7192
Filing Fee,2008-2010,250,CC10417,7193
Postage/Mailing,2008-2010,5863.78,CC10417,7194
"Surveys, Polls & Voter Lists",2008-2010,337.56,CC10417,7195
Other,2008-2010,200,CC10417,7196
Printing,2008-2010,5053.3,CC10417,7197
Advertising,2008-2010,1313.84,CC10417,7198
Food & Beverages,2006-2008,90,CC10418,7199
Advertising,2006-2008,575.94,CC10418,7200
Filing Fee,2006-2008,25,CC10418,7201
Candidate Fundraiser Tickets,2006-2008,24.99,CC10418,7202
Office Supplies,2006-2008,86.18,CC10418,7203
Printing,2006-2008,1580.02,CC10418,7204
Other,2006-2008,1037.56,CC10418,7205
Durable Assets,2006-2008,261.68,CC10419,7206
Bank Charges & Adjustments,2006-2008,481.21,CC10419,7207
Filing Fee,2006-2008,50,CC10419,7208
Lease/Rent,2006-2008,6649.21,CC10419,7209
Utilities,2006-2008,996.61,CC10419,7210
Food & Beverages,2006-2008,724.01,CC10419,7211
Other,2006-2008,873.38,CC10419,7212
Advertising,2006-2008,22476.03,CC10419,7213
Office Supplies,2006-2008,314.8,CC10419,7214
Professional Services,2006-2008,10833.72,CC10419,7215
Vehicle,2006-2008,945.27,CC10419,7216
Printing,2006-2008,7798.74,CC10419,7217
Postage/Mailing,2006-2008,1253.4,CC10419,7218
Bank Charges & Adjustments,2008-2010,1522.95,CC10419,7219
Filing Fee,2008-2010,50,CC10419,7220
Lease/Rent,2008-2010,6189.34,CC10419,7221
Office Supplies,2008-2010,1221.5,CC10419,7222
Advertising,2008-2010,63351.91,CC10419,7223
Food & Beverages,2008-2010,9256.95,CC10419,7224
Vehicle,2008-2010,1321,CC10419,7225
Printing,2008-2010,36954.92,CC10419,7226
Professional Services,2008-2010,27367.2,CC10419,7227
Other,2008-2010,11856.5,CC10419,7228
Utilities,2008-2010,1005.59,CC10419,7229
Postage/Mailing,2008-2010,16336.24,CC10419,7230
Bank Charges & Adjustments,2010-2012,110.73,CC10419,7231
Contribution to Political Party,2010-2012,50,CC10419,7232
Printing,2010-2012,1260.68,CC10419,7233
Postage/Mailing,2010-2012,231.26,CC10419,7234
Utilities,2010-2012,451.26,CC10419,7235
Other,2010-2012,8824.37,CC10419,7236
Professional Services,2010-2012,2433.38,CC10419,7237
Other,2008-2010,247.18,CC10421,7238
Food & Beverages,2008-2010,345,CC10421,7239
Printing,2008-2010,979.18,CC10421,7240
Advertising,2008-2010,1174.08,CC10421,7241
Professional Services,2008-2010,82.72,CC10421,7242
Office Supplies,2008-2010,112.77,CC10421,7243
Bank Charges & Adjustments,2010-2012,12.5,CC10421,7244
Postage/Mailing,2006-2008,427.48,CC10422,7245
Office Supplies,2006-2008,34.65,CC10422,7246
Filing Fee,2006-2008,250,CC10422,7247
Food & Beverages,2006-2008,1138,CC10422,7248
Professional Services,2006-2008,6360.53,CC10422,7249
Advertising,2006-2008,27969.11,CC10422,7250
Advertising,2008-2010,1073.23,CC10422,7251
Lease/Rent,2006-2008,210,CC10424,7252
Professional Services,2006-2008,200,CC10424,7253
Postage/Mailing,2006-2008,4413.08,CC10424,7254
Bank Charges & Adjustments,2006-2008,41,CC10424,7255
Other,2006-2008,271.17,CC10424,7256
Advertising,2006-2008,11522.92,CC10424,7257
Printing,2006-2008,2280.83,CC10424,7258
Food & Beverages,2006-2008,1115.23,CC10424,7259
Other,2006-2008,60,CC10425,7260
Filing Fee,2006-2008,25,CC10425,7261
Office Supplies,2006-2008,105.39,CC10425,7262
Printing,2006-2008,47.39,CC10425,7263
Food & Beverages,2006-2008,165.3,CC10425,7264
Postage/Mailing,2006-2008,100,CC10425,7265
Candidate Fundraiser Tickets,2006-2008,100,CC10425,7266
Travel & Lodging,2006-2008,546.39,CC10425,7267
Advertising,2006-2008,2257.28,CC10425,7268
Food & Beverages,2006-2008,99.43,CC10427,7269
Advertising,2006-2008,366.3,CC10427,7270
Lease/Rent,2006-2008,160,CC10427,7271
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10427,7272
Office Supplies,2006-2008,54.42,CC10427,7273
Printing,2006-2008,8434.28,CC10427,7274
Filing Fee,2006-2008,250,CC10427,7275
Postage/Mailing,2006-2008,1799.96,CC10427,7276
Professional Services,2006-2008,808.88,CC10427,7277
Printing,2008-2010,460,CC10427,7278
Other,2008-2010,50,CC10427,7279
Filing Fee,2006-2008,25,CC10428,7280
Contribution to Political Party,2006-2008,150,CC10428,7281
Travel & Lodging,2006-2008,886.41,CC10428,7282
Other,2006-2008,1384.5,CC10428,7283
Vehicle,2006-2008,50,CC10428,7284
Printing,2006-2008,8132.15,CC10428,7285
Food & Beverages,2006-2008,293.45,CC10428,7286
Office Supplies,2006-2008,374.26,CC10428,7287
Candidate Fundraiser Tickets,2006-2008,215,CC10428,7288
Postage/Mailing,2006-2008,4852.09,CC10428,7289
Bank Charges & Adjustments,2006-2008,46.57,CC10428,7290
Postage/Mailing,2008-2010,4405.89,CC10428,7291
Printing,2008-2010,4180.61,CC10428,7292
Travel & Lodging,2008-2010,656.68,CC10428,7293
Food & Beverages,2008-2010,1920.33,CC10428,7294
Other,2008-2010,2754.64,CC10428,7295
Bank Charges & Adjustments,2008-2010,63,CC10428,7296
Office Supplies,2008-2010,154.54,CC10428,7297
Advertising,2008-2010,12071.67,CC10428,7298
Professional Services,2008-2010,2946.1,CC10428,7299
Contribution to Community Organization,2008-2010,465,CC10428,7300
Utilities,2008-2010,48,CC10428,7301
Contribution to Political Party,2008-2010,122,CC10428,7302
Vehicle,2008-2010,3049.64,CC10428,7303
Candidate Fundraiser Tickets,2008-2010,80,CC10428,7304
Advertising,2010-2012,4737.79,CC10428,7305
Professional Services,2010-2012,1287,CC10428,7306
Other,2010-2012,87.94,CC10428,7307
Hawaii Election Campaign Fund,2010-2012,378,CC10428,7308
Bank Charges & Adjustments,2010-2012,74,CC10428,7309
Vehicle,2010-2012,40.26,CC10428,7310
Travel & Lodging,2006-2008,49.98,CC10429,7311
Bank Charges & Adjustments,2006-2008,25,CC10429,7312
"Surveys, Polls & Voter Lists",2006-2008,50,CC10429,7313
Postage/Mailing,2006-2008,7702.14,CC10429,7314
Utilities,2006-2008,4406.06,CC10429,7315
Professional Services,2006-2008,8182.03,CC10429,7316
Insurance,2006-2008,989.78,CC10429,7317
Printing,2006-2008,55289.46,CC10429,7318
Other,2006-2008,15862.7,CC10429,7319
Office Supplies,2006-2008,1042.84,CC10429,7320
Food & Beverages,2006-2008,17570.15,CC10429,7321
Lease/Rent,2006-2008,9928.31,CC10429,7322
Advertising,2006-2008,69950.19,CC10429,7323
Travel & Lodging,2008-2010,936.76,CC10429,7324
Bank Charges & Adjustments,2008-2010,159.76,CC10429,7325
Durable Assets,2008-2010,4682.9,CC10429,7326
Postage/Mailing,2008-2010,17192.59,CC10429,7327
Insurance,2008-2010,1183.44,CC10429,7328
Printing,2008-2010,14036.99,CC10429,7329
Utilities,2008-2010,4390.31,CC10429,7330
Lease/Rent,2008-2010,10677.08,CC10429,7331
Filing Fee,2008-2010,500,CC10429,7332
Professional Services,2008-2010,893.22,CC10429,7333
Advertising,2008-2010,26688.82,CC10429,7334
Food & Beverages,2008-2010,50444.98,CC10429,7335
Office Supplies,2008-2010,1823.93,CC10429,7336
Contribution to Community Organization,2008-2010,1025.5,CC10429,7337
Other,2008-2010,20323.46,CC10429,7338
Bank Charges & Adjustments,2010-2012,5,CC10429,7339
Printing,2010-2012,4115.84,CC10429,7340
Lease/Rent,2010-2012,155,CC10429,7341
Postage/Mailing,2010-2012,2437.11,CC10429,7342
Insurance,2010-2012,337.5,CC10429,7343
Office Supplies,2010-2012,247.26,CC10429,7344
Advertising,2010-2012,3888.06,CC10429,7345
Other,2010-2012,6522.86,CC10429,7346
Travel & Lodging,2010-2012,1071.88,CC10429,7347
Food & Beverages,2010-2012,12701.27,CC10429,7348
Contribution to Political Party,2010-2012,1000,CC10429,7349
Contribution to Community Organization,2010-2012,2200,CC10429,7350
Contribution to Community Organization,2012-2014,806,CC10429,7351
Postage/Mailing,2012-2014,14891.94,CC10429,7352
Utilities,2012-2014,3417.15,CC10429,7353
Insurance,2012-2014,755.42,CC10429,7354
Printing,2012-2014,40929.14,CC10429,7355
Bank Charges & Adjustments,2012-2014,10,CC10429,7356
Filing Fee,2012-2014,500,CC10429,7357
Office Supplies,2012-2014,3277.7,CC10429,7358
Lease/Rent,2012-2014,18409.27,CC10429,7359
Professional Services,2012-2014,5966.07,CC10429,7360
Advertising,2012-2014,29747.58,CC10429,7361
Travel & Lodging,2012-2014,4029.33,CC10429,7362
Contribution to Political Party,2012-2014,170,CC10429,7363
Other,2012-2014,37072.57,CC10429,7364
Durable Assets,2012-2014,4008.42,CC10429,7365
Food & Beverages,2012-2014,62811.74,CC10429,7366
Postage/Mailing,2014-2016,5766,CC10429,7367
Advertising,2014-2016,2230.17,CC10429,7368
Office Supplies,2014-2016,4436.48,CC10429,7369
Printing,2014-2016,3716.66,CC10429,7370
Food & Beverages,2014-2016,9327.9,CC10429,7371
Contribution to Political Party,2014-2016,500,CC10429,7372
Other,2014-2016,3890.66,CC10429,7373
Contribution to Community Organization,2014-2016,4434,CC10429,7374
Contribution to Community Organization,2016-2018,700,CC10429,7375
Printing,2006-2008,928,CC10430,7376
Advertising,2006-2008,1341.77,CC10430,7377
Hawaii Election Campaign Fund,2006-2008,50,CC10433,7378
Postage/Mailing,2006-2008,2730,CC10433,7379
Professional Services,2006-2008,225,CC10433,7380
Printing,2006-2008,2298.68,CC10433,7381
Advertising,2006-2008,2388.44,CC10434,7382
Vehicle,2006-2008,93.84,CC10435,7383
Other,2006-2008,42.82,CC10435,7384
Office Supplies,2006-2008,33.32,CC10435,7385
Utilities,2006-2008,120.51,CC10435,7386
Travel & Lodging,2006-2008,170,CC10435,7387
Food & Beverages,2006-2008,156.54,CC10435,7388
Advertising,2010-2012,1,CC10435,7389
Other,2010-2012,12250,CC10435,7390
Bank Charges & Adjustments,2006-2008,3,CC10439,7391
Office Supplies,2006-2008,20.25,CC10439,7392
Advertising,2006-2008,2500,CC10439,7393
Filing Fee,2006-2008,25,CC10439,7394
Filing Fee,2006-2008,350,CC10440,7395
Printing,2006-2008,20.2,CC10440,7396
Vehicle,2006-2008,6.55,CC10440,7397
Bank Charges & Adjustments,2006-2008,70,CC10440,7398
Lease/Rent,2006-2008,1320.44,CC10440,7399
Advertising,2006-2008,2888.94,CC10440,7400
Office Supplies,2006-2008,261.13,CC10440,7401
Food & Beverages,2006-2008,5437.19,CC10440,7402
Other,2006-2008,1321.74,CC10440,7403
Other,2006-2008,99.94,CC10446,7404
Office Supplies,2006-2008,27.06,CC10446,7405
Printing,2006-2008,2000.93,CC10446,7406
Travel & Lodging,2006-2008,344,CC10446,7407
Lease/Rent,2006-2008,77.45,CC10446,7408
Printing,2006-2008,497.38,CC10450,7409
Bank Charges & Adjustments,2006-2008,43.2,CC10450,7410
Food & Beverages,2006-2008,687.7,CC10450,7411
Advertising,2006-2008,2492.26,CC10450,7412
Other,2006-2008,333.86,CC10450,7413
Travel & Lodging,2006-2008,50,CC10451,7414
Printing,2006-2008,5152.9,CC10451,7415
Bank Charges & Adjustments,2006-2008,54.3,CC10451,7416
Other,2006-2008,720.83,CC10451,7417
Advertising,2006-2008,8494.77,CC10451,7418
Filing Fee,2008-2010,2000,CC10451,7419
Bank Charges & Adjustments,2008-2010,4,CC10451,7420
Other,2010-2012,9822.38,CC10451,7421
Postage/Mailing,2006-2008,8.4,CC10452,7422
Office Supplies,2006-2008,36.08,CC10452,7423
Bank Charges & Adjustments,2006-2008,20.2,CC10452,7424
Advertising,2006-2008,1682.76,CC10452,7425
Professional Services,2006-2008,47.59,CC10452,7426
Food & Beverages,2006-2008,2.1,CC10452,7427
Other,2006-2008,262,CC10452,7428
Office Supplies,2006-2008,20,CC10453,7429
Food & Beverages,2006-2008,457.43,CC10453,7430
Bank Charges & Adjustments,2006-2008,24,CC10453,7431
Professional Services,2006-2008,781.67,CC10453,7432
Filing Fee,2006-2008,25,CC10453,7433
Other,2006-2008,92.21,CC10453,7434
Advertising,2006-2008,7682.33,CC10453,7435
Postage/Mailing,2006-2008,798.98,CC10453,7436
Printing,2006-2008,2934.25,CC10453,7437
Lease/Rent,2006-2008,134.57,CC10455,7438
Food & Beverages,2006-2008,1652.53,CC10455,7439
Advertising,2006-2008,314.14,CC10455,7440
Professional Services,2006-2008,75,CC10455,7441
Vehicle,2006-2008,17.25,CC10455,7442
Filing Fee,2006-2008,25,CC10455,7443
Other,2006-2008,461.81,CC10455,7444
Postage/Mailing,2006-2008,14775.39,CC10455,7445
Bank Charges & Adjustments,2006-2008,49.36,CC10455,7446
Office Supplies,2006-2008,912.53,CC10455,7447
Printing,2006-2008,25271.62,CC10455,7448
Utilities,2008-2010,47.51,CC10455,7449
"Surveys, Polls & Voter Lists",2008-2010,68.06,CC10455,7450
Filing Fee,2008-2010,225,CC10455,7451
Printing,2008-2010,329.84,CC10455,7452
Candidate Fundraiser Tickets,2008-2010,250,CC10455,7453
Contribution to Community Organization,2008-2010,1750,CC10455,7454
Advertising,2008-2010,74.42,CC10455,7455
Food & Beverages,2008-2010,2376,CC10455,7456
Postage/Mailing,2008-2010,139.59,CC10455,7457
Other,2008-2010,3089.33,CC10455,7458
Office Supplies,2008-2010,240.75,CC10455,7459
Vehicle,2006-2008,285.86,CC10457,7460
Professional Services,2006-2008,200,CC10457,7461
Advertising,2006-2008,19943.97,CC10457,7462
Bank Charges & Adjustments,2006-2008,14.25,CC10457,7463
Other,2006-2008,399.49,CC10457,7464
Postage/Mailing,2006-2008,434,CC10457,7465
Printing,2006-2008,8886.49,CC10457,7466
Office Supplies,2006-2008,110.62,CC10457,7467
Professional Services,2008-2010,100,CC10457,7468
Bank Charges & Adjustments,2008-2010,5,CC10457,7469
Other,2008-2010,4439.28,CC10457,7470
Food & Beverages,2008-2010,4014.47,CC10457,7471
Other,2006-2008,100,CC10458,7472
Filing Fee,2006-2008,25,CC10458,7473
Contribution to Community Organization,2006-2008,25,CC10458,7474
Postage/Mailing,2006-2008,210,CC10458,7475
Travel & Lodging,2006-2008,941.69,CC10458,7476
Bank Charges & Adjustments,2006-2008,70.37,CC10458,7477
Office Supplies,2006-2008,204.76,CC10458,7478
Utilities,2006-2008,491.34,CC10458,7479
Advertising,2006-2008,33147.89,CC10458,7480
Food & Beverages,2006-2008,390.07,CC10458,7481
Advertising,2008-2010,3436.49,CC10458,7482
Food & Beverages,2008-2010,4014.47,CC10458,7483
Employee Services,2006-2008,300,CC10460,7484
Other,2006-2008,795,CC10460,7485
Postage/Mailing,2006-2008,381,CC10460,7486
Printing,2006-2008,1213.94,CC10460,7487
Food & Beverages,2006-2008,26.98,CC10461,7488
Advertising,2006-2008,5030.23,CC10461,7489
Other,2006-2008,2161.26,CC10461,7490
Printing,2006-2008,351.04,CC10461,7491
Office Supplies,2006-2008,590.8,CC10461,7492
Postage/Mailing,2006-2008,1869.35,CC10461,7493
Vehicle,2006-2008,111.13,CC10464,7494
Printing,2006-2008,5092.7,CC10464,7495
Office Supplies,2006-2008,144.85,CC10464,7496
Travel & Lodging,2006-2008,1422.03,CC10464,7497
Advertising,2006-2008,566.77,CC10464,7498
Other,2006-2008,446.74,CC10464,7499
Food & Beverages,2006-2008,729.19,CC10464,7500
Candidate Fundraiser Tickets,2008-2010,870,CC10465,7501
Other,2010-2012,1354,CC10465,7502
Contribution to Community Organization,2010-2012,492.94,CC10465,7503
Postage/Mailing,2006-2008,5003.48,CC10466,7504
Bank Charges & Adjustments,2006-2008,15,CC10466,7505
Other,2006-2008,2326.38,CC10466,7506
Printing,2006-2008,9530.14,CC10466,7507
Advertising,2006-2008,1663.83,CC10466,7508
Advertising,2008-2010,400,CC10466,7509
Postage/Mailing,2008-2010,7552.35,CC10466,7510
Lease/Rent,2008-2010,371.79,CC10466,7511
Candidate Fundraiser Tickets,2008-2010,19.45,CC10466,7512
Vehicle,2008-2010,60.05,CC10466,7513
Printing,2008-2010,8908.64,CC10466,7514
Other,2008-2010,434.38,CC10466,7515
Professional Services,2008-2010,452.36,CC10466,7516
Food & Beverages,2008-2010,2512.06,CC10466,7517
Office Supplies,2010-2012,21.55,CC10466,7518
Professional Services,2010-2012,288.17,CC10466,7519
Bank Charges & Adjustments,2010-2012,77,CC10466,7520
Contribution to Community Organization,2010-2012,250,CC10466,7521
Printing,2010-2012,4904.66,CC10466,7522
Other,2010-2012,670.67,CC10466,7523
Durable Assets,2010-2012,1135.58,CC10466,7524
Advertising,2010-2012,365.14,CC10466,7525
Postage/Mailing,2010-2012,4616.89,CC10466,7526
Food & Beverages,2010-2012,4551.22,CC10466,7527
"Surveys, Polls & Voter Lists",2012-2014,37.05,CC10466,7528
Filing Fee,2012-2014,250,CC10466,7529
Vehicle,2012-2014,142.03,CC10466,7530
Bank Charges & Adjustments,2012-2014,72,CC10466,7531
Printing,2012-2014,3955.59,CC10466,7532
Durable Assets,2012-2014,1014.16,CC10466,7533
Food & Beverages,2012-2014,5405.99,CC10466,7534
Office Supplies,2012-2014,268.75,CC10466,7535
Postage/Mailing,2012-2014,2539.08,CC10466,7536
Other,2012-2014,1997.5,CC10466,7537
Vehicle,2014-2016,192.4,CC10466,7538
Professional Services,2014-2016,450,CC10466,7539
Travel & Lodging,2014-2016,1684.16,CC10466,7540
"Surveys, Polls & Voter Lists",2014-2016,47.5,CC10466,7541
Durable Assets,2014-2016,2035.12,CC10466,7542
Contribution to Community Organization,2014-2016,150,CC10466,7543
Bank Charges & Adjustments,2014-2016,12,CC10466,7544
Printing,2014-2016,3442.15,CC10466,7545
Food & Beverages,2014-2016,8841.97,CC10466,7546
Postage/Mailing,2014-2016,2179.12,CC10466,7547
Office Supplies,2014-2016,903.72,CC10466,7548
Other,2014-2016,12617.83,CC10466,7549
Printing,2016-2018,84.02,CC10466,7550
Bank Charges & Adjustments,2016-2018,507,CC10466,7551
Other,2016-2018,556.64,CC10466,7552
Advertising,2016-2018,125,CC10466,7553
Travel & Lodging,2016-2018,248.31,CC10466,7554
Office Supplies,2016-2018,160.08,CC10466,7555
Food & Beverages,2016-2018,6085.83,CC10466,7556
Postage/Mailing,2016-2018,246.75,CC10466,7557
Professional Services,2006-2008,75,CC10467,7558
Advertising,2006-2008,5702.92,CC10467,7559
Lease/Rent,2006-2008,812.25,CC10467,7560
Postage/Mailing,2006-2008,1773,CC10467,7561
Food & Beverages,2006-2008,809.8,CC10467,7562
Other,2006-2008,61.57,CC10467,7563
Printing,2006-2008,2076.88,CC10467,7564
"Surveys, Polls & Voter Lists",2006-2008,11.2,CC10467,7565
Food & Beverages,2008-2010,950.57,CC10467,7566
Postage/Mailing,2008-2010,38.52,CC10467,7567
Advertising,2008-2010,295,CC10467,7568
Other,2008-2010,200,CC10467,7569
Hawaii Election Campaign Fund,2006-2008,200,CC10469,7570
Vehicle,2006-2008,40.35,CC10469,7571
Bank Charges & Adjustments,2006-2008,11.5,CC10469,7572
Other,2006-2008,2053.83,CC10469,7573
Lease/Rent,2006-2008,2075.89,CC10469,7574
Professional Services,2006-2008,1350,CC10469,7575
Office Supplies,2006-2008,683.44,CC10469,7576
Postage/Mailing,2006-2008,6141.07,CC10469,7577
Food & Beverages,2006-2008,4632.21,CC10469,7578
Advertising,2006-2008,11324.93,CC10469,7579
Printing,2006-2008,17523.97,CC10469,7580
Insurance,2008-2010,466.38,CC10469,7581
Hawaii Election Campaign Fund,2008-2010,150,CC10469,7582
Travel & Lodging,2008-2010,760.46,CC10469,7583
Vehicle,2008-2010,87.41,CC10469,7584
Lease/Rent,2008-2010,4052.07,CC10469,7585
Filing Fee,2008-2010,25,CC10469,7586
Bank Charges & Adjustments,2008-2010,481,CC10469,7587
Contribution to Community Organization,2008-2010,921,CC10469,7588
Office Supplies,2008-2010,38.14,CC10469,7589
Other,2008-2010,9194.24,CC10469,7590
Professional Services,2008-2010,2875,CC10469,7591
Advertising,2008-2010,8460.08,CC10469,7592
Printing,2008-2010,3016.67,CC10469,7593
Food & Beverages,2008-2010,11992.54,CC10469,7594
Postage/Mailing,2008-2010,3020,CC10469,7595
Insurance,2010-2012,678.08,CC10469,7596
Postage/Mailing,2010-2012,3192.45,CC10469,7597
Travel & Lodging,2010-2012,605.55,CC10469,7598
Lease/Rent,2010-2012,2281.24,CC10469,7599
Office Supplies,2010-2012,191.06,CC10469,7600
Bank Charges & Adjustments,2010-2012,167,CC10469,7601
Food & Beverages,2010-2012,8808.7,CC10469,7602
Other,2010-2012,1007,CC10469,7603
Professional Services,2010-2012,6703.42,CC10469,7604
Contribution to Community Organization,2010-2012,1509,CC10469,7605
Advertising,2010-2012,21605.64,CC10469,7606
Printing,2010-2012,7595.22,CC10469,7607
Hawaii Election Campaign Fund,2010-2012,810,CC10469,7608
Food & Beverages,2012-2014,685,CC10469,7609
Professional Services,2012-2014,4811.66,CC10469,7610
Lease/Rent,2012-2014,2242.48,CC10469,7611
Bank Charges & Adjustments,2012-2014,27,CC10469,7612
Bank Charges & Adjustments,2014-2016,10,CC10469,7613
Bank Charges & Adjustments,2016-2018,15,CC10469,7614
Other,2006-2008,105.73,CC10470,7615
"Surveys, Polls & Voter Lists",2006-2008,394.72,CC10470,7616
Professional Services,2006-2008,151.8,CC10470,7617
Food & Beverages,2006-2008,2760.52,CC10470,7618
Advertising,2006-2008,1073.3,CC10470,7619
Printing,2006-2008,13005.76,CC10470,7620
Postage/Mailing,2006-2008,12021.05,CC10470,7621
Office Supplies,2006-2008,449.49,CC10470,7622
Other,2008-2010,2038.37,CC10470,7623
Printing,2008-2010,4082.34,CC10470,7624
Professional Services,2008-2010,261.78,CC10470,7625
Lease/Rent,2008-2010,100,CC10470,7626
Postage/Mailing,2008-2010,2318.83,CC10470,7627
Food & Beverages,2010-2012,580.62,CC10470,7628
"Surveys, Polls & Voter Lists",2010-2012,376.89,CC10470,7629
Advertising,2010-2012,3753.89,CC10470,7630
Postage/Mailing,2010-2012,4000,CC10470,7631
Professional Services,2010-2012,3330.78,CC10470,7632
Printing,2010-2012,12930.97,CC10470,7633
Postage/Mailing,2012-2014,3764.52,CC10470,7634
Other,2012-2014,159.95,CC10470,7635
Printing,2012-2014,926.7,CC10470,7636
Advertising,2006-2008,170,CC10471,7637
Filing Fee,2006-2008,25,CC10471,7638
Office Supplies,2006-2008,125,CC10471,7639
Food & Beverages,2006-2008,72.81,CC10471,7640
Bank Charges & Adjustments,2006-2008,150,CC10471,7641
Other,2006-2008,42.44,CC10471,7642
Professional Services,2006-2008,608.33,CC10471,7643
Contribution to Community Organization,2006-2008,15,CC10471,7644
Printing,2006-2008,656.77,CC10471,7645
Contribution to Community Organization,2006-2008,150,CC10472,7646
Postage/Mailing,2006-2008,11552.58,CC10472,7647
Durable Assets,2006-2008,214.07,CC10472,7648
"Surveys, Polls & Voter Lists",2006-2008,1036.7,CC10472,7649
Bank Charges & Adjustments,2006-2008,30.98,CC10472,7650
Filing Fee,2006-2008,250,CC10472,7651
Other,2006-2008,634.79,CC10472,7652
Food & Beverages,2006-2008,2211.17,CC10472,7653
Office Supplies,2006-2008,82.32,CC10472,7654
Printing,2006-2008,13228.57,CC10472,7655
Contribution to Community Organization,2008-2010,300,CC10472,7656
Office Supplies,2008-2010,16.45,CC10472,7657
Filing Fee,2008-2010,250,CC10472,7658
Postage/Mailing,2008-2010,9845.7,CC10472,7659
Professional Services,2008-2010,15320.78,CC10472,7660
"Surveys, Polls & Voter Lists",2008-2010,602.63,CC10472,7661
Other,2008-2010,22.45,CC10472,7662
Food & Beverages,2008-2010,100.94,CC10472,7663
Advertising,2008-2010,80487.7,CC10472,7664
Printing,2008-2010,11976.86,CC10472,7665
Bank Charges & Adjustments,2008-2010,169.96,CC10472,7666
Filing Fee,2009-2012(D3),250,CC10472,7667
Contribution to Political Party,2009-2012(D3),185,CC10472,7668
Advertising,2009-2012(D3),358.65,CC10472,7669
Travel & Lodging,2009-2012(D3),1075.44,CC10472,7670
Durable Assets,2009-2012(D3),2560.18,CC10472,7671
"Surveys, Polls & Voter Lists",2009-2012(D3),160.2,CC10472,7672
Taxes,2009-2012(D3),167.58,CC10472,7673
Lease/Rent,2009-2012(D3),1650,CC10472,7674
Candidate Fundraiser Tickets,2009-2012(D3),500,CC10472,7675
Bank Charges & Adjustments,2009-2012(D3),53,CC10472,7676
Office Supplies,2009-2012(D3),549.02,CC10472,7677
Postage/Mailing,2009-2012(D3),9834.63,CC10472,7678
Other,2009-2012(D3),4874.75,CC10472,7679
Professional Services,2009-2012(D3),24658.83,CC10472,7680
Food & Beverages,2009-2012(D3),19183.34,CC10472,7681
Printing,2009-2012(D3),25009.12,CC10472,7682
Contribution to Community Organization,2009-2012(D3),2280.61,CC10472,7683
Postage/Mailing,2012-2014,19.6,CC10472,7684
Candidate Fundraiser Tickets,2012-2014,1100,CC10472,7685
Durable Assets,2012-2014,1150.77,CC10472,7686
Travel & Lodging,2012-2014,4756.36,CC10472,7687
Professional Services,2012-2014,2582.94,CC10472,7688
Contribution to Community Organization,2012-2014,2558,CC10472,7689
Office Supplies,2012-2014,75.69,CC10472,7690
Lease/Rent,2012-2014,4188.48,CC10472,7691
Food & Beverages,2012-2014,12370.73,CC10472,7692
Other,2012-2014,27126.09,CC10472,7693
Hawaii Election Campaign Fund,2014-2016,50,CC10472,7694
Contribution to Political Party,2014-2016,60,CC10472,7695
Filing Fee,2014-2016,250,CC10472,7696
Travel & Lodging,2014-2016,7611.98,CC10472,7697
Contribution to Community Organization,2014-2016,1880,CC10472,7698
Office Supplies,2014-2016,142.68,CC10472,7699
Candidate Fundraiser Tickets,2014-2016,1580,CC10472,7700
Other,2014-2016,3932.21,CC10472,7701
Lease/Rent,2014-2016,1047.12,CC10472,7702
Food & Beverages,2014-2016,22664.13,CC10472,7703
Postage/Mailing,2014-2016,1375.21,CC10472,7704
Professional Services,2014-2016,5410.99,CC10472,7705
Printing,2014-2016,3650.59,CC10472,7706
Postage/Mailing,2016-2018,29.4,CC10472,7707
Durable Assets,2016-2018,1335.07,CC10472,7708
Office Supplies,2016-2018,367.99,CC10472,7709
Printing,2016-2018,1100.71,CC10472,7710
Candidate Fundraiser Tickets,2016-2018,100,CC10472,7711
Contribution to Community Organization,2016-2018,1055,CC10472,7712
Food & Beverages,2016-2018,8845.72,CC10472,7713
Other,2016-2018,1350.12,CC10472,7714
Professional Services,2016-2018,376.97,CC10472,7715
Food & Beverages,2006-2008,50,CC10478,7716
Travel & Lodging,2006-2008,185.7,CC10478,7717
Vehicle,2006-2008,297.45,CC10478,7718
Postage/Mailing,2006-2008,42,CC10478,7719
Office Supplies,2006-2008,199.71,CC10478,7720
Filing Fee,2006-2008,30,CC10478,7721
Printing,2006-2008,4993.37,CC10478,7722
