expenditure_category,election_period,amount,reg_no,id
Food & Beverages,2008-2010,487.44,CC10302,4113
Advertising,2008-2010,3572.70,CC10302,4114
Other,2008-2010,209.11,CC10302,4115
Office Supplies,2008-2010,17.27,CC10302,4116
Bank Charges & Adjustments,2008-2010,117.66,CC10302,4117
Printing,2008-2010,118.55,CC10302,4118
Contribution to Political Party,2008-2010,654.26,CC10302,4119
Advertising,2006-2008,14859.20,CC10302,4120
Professional Services,2006-2008,6989.53,CC10302,4121
Printing,2006-2008,3503.82,CC10302,4122
Travel & Lodging,2008-2010,351.71,CC10302,4123
Other,2006-2008,342.39,CC10302,4124
Office Supplies,2006-2008,135.69,CC10302,4125
Filing Fee,2006-2008,25.00,CC10302,4126
Bank Charges & Adjustments,2006-2008,76.62,CC10302,4127
Candidate Fundraiser Tickets,2006-2008,166.00,CC10302,4128
Lease/Rent,2006-2008,442.23,CC10302,4129
Food & Beverages,2006-2008,531.10,CC10302,4130
Postage/Mailing,2006-2008,6557.80,CC10302,4131
Professional Services,2008-2010,2669.04,CC10302,4132
Other,2006-2008,156.78,CC10303,4133
Advertising,2010-2012,9804.48,CC10303,4134
Other,2008-2010,59.74,CC10303,4135
Hawaii Election Campaign Fund,2008-2010,50.00,CC10303,4136
"Surveys, Polls & Voter Lists",2006-2008,105.00,CC10303,4137
Food & Beverages,2008-2010,1238.81,CC10303,4138
Hawaii Election Campaign Fund,2006-2008,200.00,CC10303,4139
Office Supplies,2006-2008,176.59,CC10303,4140
Food & Beverages,2006-2008,49.96,CC10303,4141
Postage/Mailing,2006-2008,3478.69,CC10303,4142
Postage/Mailing,2010-2012,6170.94,CC10303,4143
Printing,2008-2010,5839.43,CC10303,4144
Lease/Rent,2008-2010,650.00,CC10303,4145
Advertising,2008-2010,19261.67,CC10303,4146
Professional Services,2008-2010,1750.00,CC10303,4147
Lease/Rent,2006-2008,1030.00,CC10303,4148
Professional Services,2006-2008,445.00,CC10303,4149
Food & Beverages,2010-2012,674.50,CC10303,4150
Advertising,2006-2008,19344.48,CC10303,4151
Postage/Mailing,2008-2010,2615.53,CC10303,4152
Other,2012-2014,1943.74,CC10303,4153
Printing,2010-2012,3221.00,CC10303,4154
Office Supplies,2008-2010,1136.02,CC10303,4155
Food & Beverages,2012-2014,207.52,CC10303,4156
Bank Charges & Adjustments,2006-2008,69.83,CC10303,4157
Bank Charges & Adjustments,2010-2012,186.87,CC10303,4158
Printing,2006-2008,3210.46,CC10303,4159
Office Supplies,2010-2012,221.02,CC10303,4160
Professional Services,2010-2012,500.00,CC10303,4161
Other,2010-2012,895.88,CC10303,4162
Bank Charges & Adjustments,2008-2010,31.33,CC10303,4163
Other,2010-2012,84.46,CC10304,4164
Bank Charges & Adjustments,2006-2008,30.00,CC10304,4165
Filing Fee,2006-2008,250.00,CC10304,4166
Food & Beverages,2006-2008,968.44,CC10304,4167
Advertising,2008-2010,3211.24,CC10304,4168
Other,2006-2008,4050.30,CC10304,4169
Other,2008-2010,6702.16,CC10304,4170
Lease/Rent,2006-2008,100.00,CC10304,4171
Lease/Rent,2008-2010,300.00,CC10304,4172
Advertising,2006-2008,2806.81,CC10304,4173
Printing,2006-2008,673.75,CC10304,4174
Food & Beverages,2008-2010,344.90,CC10304,4175
Printing,2008-2010,1040.05,CC10304,4176
Hawaii Election Campaign Fund,2010-2012,530.35,CC10304,4177
Advertising,2010-2012,834.99,CC10304,4178
Postage/Mailing,2008-2010,686.21,CC10304,4179
Postage/Mailing,2006-2008,134.20,CC10304,4180
Travel & Lodging,2006-2008,595.50,CC10304,4181
Postage/Mailing,2010-2012,90.00,CC10304,4182
Filing Fee,2008-2010,250.00,CC10305,4183
Printing,2006-2008,7136.62,CC10305,4184
Other,2010-2012,15600.00,CC10305,4185
Other,2008-2010,753.50,CC10305,4186
Advertising,2006-2008,200.00,CC10305,4187
Other,2006-2008,651.14,CC10305,4188
Postage/Mailing,2008-2010,6475.10,CC10305,4189
Hawaii Election Campaign Fund,2006-2008,50.00,CC10305,4190
Printing,2008-2010,5856.60,CC10305,4191
Durable Assets,2006-2008,3572.66,CC10305,4192
Contribution to Community Organization,2008-2010,2090.94,CC10305,4193
Lease/Rent,2008-2010,724.47,CC10305,4194
Professional Services,2008-2010,6137.03,CC10305,4195
Postage/Mailing,2006-2008,11421.00,CC10305,4196
Contribution to Community Organization,2006-2008,2513.59,CC10305,4197
Lease/Rent,2006-2008,712.00,CC10305,4198
Food & Beverages,2006-2008,5012.61,CC10305,4199
Office Supplies,2008-2010,124.44,CC10305,4200
Food & Beverages,2008-2010,4005.19,CC10305,4201
Hawaii Election Campaign Fund,2010-2012,402.50,CC10305,4202
Professional Services,2006-2008,797.38,CC10305,4203
"Surveys, Polls & Voter Lists",2006-2008,1221.26,CC10305,4204
Professional Services,2010-2012,4218.11,CC10305,4205
Contribution to Community Organization,2010-2012,8000.00,CC10305,4206
"Surveys, Polls & Voter Lists",2008-2010,192.40,CC10305,4207
Printing,2008-2010,649.47,CC10308,4208
Bank Charges & Adjustments,2008-2010,10.00,CC10308,4209
Contribution to Political Party,2008-2010,50.00,CC10308,4210
Other,2008-2010,16.66,CC10308,4211
Postage/Mailing,2008-2010,3251.09,CC10308,4212
Food & Beverages,2008-2010,189.15,CC10308,4213
Advertising,2008-2010,5742.29,CC10308,4214
Vehicle,2008-2010,40.51,CC10309,4215
Bank Charges & Adjustments,2008-2010,44.00,CC10309,4216
Travel & Lodging,2006-2008,661.54,CC10309,4217
Food & Beverages,2006-2008,8808.91,CC10309,4218
Office Supplies,2006-2008,719.48,CC10309,4219
Postage/Mailing,2008-2010,86.00,CC10309,4220
Other,2008-2010,1093.13,CC10309,4221
Printing,2012-2014,71.34,CC10309,4222
Professional Services,2006-2008,1008.00,CC10309,4223
Printing,2006-2008,2149.27,CC10309,4224
Utilities,2006-2008,357.40,CC10309,4225
Professional Services,2008-2010,1908.68,CC10309,4226
Advertising,2008-2010,2944.00,CC10309,4227
Other,2010-2012,637.71,CC10309,4228
Other,2012-2014,699.29,CC10309,4229
Lease/Rent,2008-2010,28.00,CC10309,4230
Contribution to Community Organization,2006-2008,478.63,CC10309,4231
Durable Assets,2006-2008,3162.46,CC10309,4232
Professional Services,2010-2012,1040.00,CC10309,4233
Other,2006-2008,3276.91,CC10309,4234
Advertising,2012-2014,150.00,CC10309,4235
Office Supplies,2008-2010,1560.03,CC10309,4236
Candidate Fundraiser Tickets,2006-2008,325.00,CC10309,4237
Postage/Mailing,2006-2008,181.60,CC10309,4238
Food & Beverages,2008-2010,939.83,CC10309,4239
Advertising,2006-2008,19607.82,CC10309,4240
Lease/Rent,2006-2008,150.00,CC10309,4241
Food & Beverages,2012-2014,1294.90,CC10309,4242
Contribution to Community Organization,2008-2010,560.00,CC10309,4243
Contribution to Political Party,2006-2008,200.00,CC10309,4244
Bank Charges & Adjustments,2010-2012,4.00,CC10309,4245
Filing Fee,2010-2012,50.00,CC10309,4246
Vehicle,2006-2008,117.04,CC10309,4247
Bank Charges & Adjustments,2006-2008,120.00,CC10312,4248
Hawaii Election Campaign Fund,2006-2008,2000.00,CC10312,4249
Other,2006-2008,1900.00,CC10312,4250
Professional Services,2006-2008,1500.00,CC10312,4251
Contribution to Community Organization,2006-2008,922.34,CC10312,4252
Postage/Mailing,2006-2008,42.00,CC10313,4253
Contribution to Political Party,2010-2012,100.00,CC10313,4254
Advertising,2010-2012,2443.69,CC10313,4255
Food & Beverages,2006-2008,600.00,CC10313,4256
Printing,2010-2012,498.50,CC10313,4257
Other,2010-2012,507.36,CC10313,4258
Advertising,2006-2008,1102.40,CC10313,4259
Office Supplies,2010-2012,150.93,CC10313,4260
Durable Assets,2010-2012,567.15,CC10313,4261
Lease/Rent,2010-2012,1733.73,CC10313,4262
Candidate Fundraiser Tickets,2010-2012,1000.00,CC10313,4263
Vehicle,2010-2012,140.00,CC10313,4264
Vehicle,2006-2008,143.03,CC10313,4265
Professional Services,2010-2012,14549.37,CC10313,4266
Bank Charges & Adjustments,2010-2012,88.97,CC10313,4267
Travel & Lodging,2010-2012,50.00,CC10313,4268
Contribution to Community Organization,2010-2012,200.00,CC10313,4269
Bank Charges & Adjustments,2006-2008,5.00,CC10313,4270
Food & Beverages,2010-2012,6336.04,CC10313,4271
Advertising,2006-2008,4629.56,CC10314,4272
Contribution to Political Party,2006-2008,2093.48,CC10314,4273
Filing Fee,2006-2008,50.00,CC10314,4274
Bank Charges & Adjustments,2006-2008,96.89,CC10315,4275
Other,2006-2008,23.00,CC10315,4276
Hawaii Election Campaign Fund,2006-2008,8.37,CC10315,4277
Printing,2006-2008,4564.91,CC10315,4278
Office Supplies,2006-2008,-23.00,CC10315,4279
Advertising,2006-2008,300.00,CC10315,4280
Filing Fee,2006-2008,150.00,CC10315,4281
Vehicle,2006-2008,20.00,CC10315,4282
Professional Services,2006-2008,2276.29,CC10317,4283
Office Supplies,2008-2010,117.04,CC10317,4284
Advertising,2006-2008,2357.49,CC10317,4285
Food & Beverages,2012-2014,306.52,CC10317,4286
Postage/Mailing,2008-2010,49.38,CC10317,4287
Bank Charges & Adjustments,2006-2008,42.50,CC10317,4288
Postage/Mailing,2006-2008,1624.84,CC10317,4289
Food & Beverages,2006-2008,723.38,CC10317,4290
Food & Beverages,2008-2010,1794.44,CC10317,4291
Other,2008-2010,172.03,CC10317,4292
Travel & Lodging,2006-2008,1321.98,CC10317,4293
Printing,2006-2008,5614.22,CC10317,4294
Vehicle,2008-2010,1052.22,CC10317,4295
Filing Fee,2008-2010,200.00,CC10317,4296
Office Supplies,2006-2008,111.25,CC10317,4297
Advertising,2008-2010,1871.32,CC10317,4298
Filing Fee,2006-2008,250.00,CC10317,4299
Professional Services,2008-2010,300.00,CC10317,4300
Bank Charges & Adjustments,2008-2010,138.19,CC10317,4301
Travel & Lodging,2008-2010,3874.44,CC10317,4302
Vehicle,2006-2008,1355.50,CC10317,4303
Bank Charges & Adjustments,2010-2012,12.00,CC10318,4304
Postage/Mailing,2006-2008,81.25,CC10318,4305
Hawaii Election Campaign Fund,2010-2012,824.40,CC10318,4306
Hawaii Election Campaign Fund,2006-2008,200.00,CC10318,4307
Contribution to Community Organization,2006-2008,4000.00,CC10318,4308
Bank Charges & Adjustments,2006-2008,38.00,CC10318,4309
Bank Charges & Adjustments,2008-2010,89.37,CC10318,4310
Advertising,2010-2012,4722.13,CC10319,4311
Filing Fee,2010-2012,25.00,CC10319,4312
Travel & Lodging,2010-2012,6.00,CC10319,4313
Office Supplies,2010-2012,141.19,CC10319,4314
Bank Charges & Adjustments,2010-2012,100.84,CC10319,4315
Printing,2010-2012,18881.10,CC10319,4316
Professional Services,2010-2012,1783.25,CC10319,4317
Contribution to Community Organization,2010-2012,50.00,CC10319,4318
Food & Beverages,2010-2012,286.60,CC10319,4319
Other,2010-2012,96.11,CC10319,4320
Postage/Mailing,2010-2012,4.19,CC10319,4321
Other,2006-2008,935.70,CC10320,4322
Vehicle,2006-2008,405.64,CC10320,4323
Bank Charges & Adjustments,2006-2008,94.50,CC10320,4324
Printing,2006-2008,3617.23,CC10320,4325
Advertising,2006-2008,3284.00,CC10320,4326
Filing Fee,2006-2008,250.00,CC10320,4327
Contribution to Political Party,2006-2008,200.00,CC10320,4328
Professional Services,2006-2008,656.28,CC10320,4329
Postage/Mailing,2006-2008,43.68,CC10320,4330
Bank Charges & Adjustments,2008-2010,8.00,CC10320,4331
Food & Beverages,2006-2008,272.42,CC10320,4332
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10320,4333
Office Supplies,2006-2008,69.81,CC10320,4334
Other,2008-2010,41.94,CC10320,4335
Insurance,2006-2008,1563.18,CC10321,4336
Travel & Lodging,2010-2012,3049.76,CC10321,4337
Food & Beverages,2012-2014,3156.12,CC10321,4338
Other,2012-2014,432.07,CC10321,4339
Professional Services,2010-2012,18256.16,CC10321,4340
Office Supplies,2012-2014,109.17,CC10321,4341
Other,2010-2012,1701.00,CC10321,4342
Printing,2008-2010,437.96,CC10321,4343
Postage/Mailing,2012-2014,184.00,CC10321,4344
Printing,2012-2014,14.89,CC10321,4345
"Surveys, Polls & Voter Lists",2006-2008,1232.78,CC10321,4346
Bank Charges & Adjustments,2006-2008,297.17,CC10321,4347
Utilities,2006-2008,227.31,CC10321,4348
Contribution to Community Organization,2010-2012,375.00,CC10321,4349
Contribution to Community Organization,2008-2010,1150.00,CC10321,4350
Vehicle,2006-2008,155.03,CC10321,4351
Advertising,2010-2012,10991.20,CC10321,4352
Contribution to Political Party,2006-2008,100.00,CC10321,4353
Postage/Mailing,2006-2008,27751.05,CC10321,4354
Printing,2006-2008,17019.46,CC10321,4355
Food & Beverages,2010-2012,22248.58,CC10321,4356
Professional Services,2006-2008,27732.25,CC10321,4357
Office Supplies,2008-2010,457.25,CC10321,4358
Utilities,2010-2012,875.56,CC10321,4359
Food & Beverages,2006-2008,44748.19,CC10321,4360
Bank Charges & Adjustments,2010-2012,115.38,CC10321,4361
Office Supplies,2006-2008,1261.33,CC10321,4362
Other,2006-2008,7433.47,CC10321,4363
Advertising,2006-2008,20973.67,CC10321,4364
Lease/Rent,2006-2008,7057.72,CC10321,4365
Other,2008-2010,134.00,CC10321,4366
Utilities,2008-2010,7.36,CC10321,4367
Contribution to Political Party,2010-2012,2210.00,CC10321,4368
Office Supplies,2010-2012,1170.24,CC10321,4369
Utilities,2012-2014,210.53,CC10321,4370
Postage/Mailing,2008-2010,240.19,CC10321,4371
Postage/Mailing,2010-2012,15916.50,CC10321,4372
Printing,2010-2012,23009.77,CC10321,4373
Food & Beverages,2008-2010,3324.96,CC10321,4374
Insurance,2010-2012,450.00,CC10321,4375
Contribution to Political Party,2008-2010,1000.00,CC10321,4376
Travel & Lodging,2006-2008,865.00,CC10321,4377
Office Supplies,2010-2012,94.50,CC10322,4378
Postage/Mailing,2012-2014,564.00,CC10322,4379
Advertising,2008-2010,62.82,CC10322,4380
Postage/Mailing,2008-2010,2472.00,CC10322,4381
Printing,2008-2010,1504.45,CC10322,4382
Printing,2012-2014,325.07,CC10322,4383
Food & Beverages,2008-2010,90.30,CC10322,4384
Postage/Mailing,2010-2012,40.50,CC10322,4385
Filing Fee,2010-2012,25.00,CC10322,4386
Contribution to Political Party,2010-2012,280.00,CC10322,4387
Contribution to Community Organization,2012-2014,100.00,CC10322,4388
Printing,2008-2010,104.71,CC10323,4389
Contribution to Community Organization,2010-2012,10000.00,CC10323,4390
Contribution to Community Organization,2008-2010,2000.00,CC10323,4391
Other,2008-2010,7600.00,CC10326,4392
Printing,2008-2010,18.73,CC10326,4393
Utilities,2008-2010,93.72,CC10326,4394
Candidate Fundraiser Tickets,2008-2010,540.00,CC10326,4395
Contribution to Community Organization,2008-2010,320.31,CC10326,4396
Postage/Mailing,2008-2010,52.80,CC10326,4397
Professional Services,2006-2008,700.00,CC10329,4398
Other,2006-2008,1864.29,CC10329,4399
Travel & Lodging,2010-2012,528.28,CC10330,4400
Postage/Mailing,2010-2012,1047.09,CC10330,4401
Advertising,2010-2012,7181.58,CC10330,4402
Contribution to Political Party,2010-2012,200.00,CC10330,4403
Other,2006-2008,14771.90,CC10330,4404
Contribution to Community Organization,2012-2014,1532.53,CC10330,4405
Hawaii Election Campaign Fund,2006-2008,1250.00,CC10330,4406
Taxes,2006-2008,84.80,CC10330,4407
Printing,2010-2012,1582.61,CC10330,4408
Advertising,2008-2010,4735.53,CC10330,4409
Travel & Lodging,2012-2014,249.36,CC10330,4410
Other,2010-2012,10752.95,CC10330,4411
Other,2012-2014,3000.99,CC10330,4412
Lease/Rent,2008-2010,292.00,CC10330,4413
Travel & Lodging,2008-2010,2537.16,CC10330,4414
Bank Charges & Adjustments,2012-2014,21.00,CC10330,4415
Candidate Fundraiser Tickets,2006-2008,615.73,CC10330,4416
Advertising,2012-2014,1088.72,CC10330,4417
Food & Beverages,2012-2014,4165.41,CC10330,4418
Printing,2006-2008,567.70,CC10330,4419
Printing,2008-2010,462.29,CC10330,4420
Food & Beverages,2010-2012,18762.17,CC10330,4421
Candidate Fundraiser Tickets,2012-2014,600.00,CC10330,4422
Contribution to Community Organization,2010-2012,1460.00,CC10330,4423
Travel & Lodging,2006-2008,979.93,CC10330,4424
Filing Fee,2006-2008,25.00,CC10330,4425
Professional Services,2006-2008,623.88,CC10330,4426
Candidate Fundraiser Tickets,2010-2012,1110.00,CC10330,4427
Bank Charges & Adjustments,2010-2012,7.00,CC10330,4428
Other,2008-2010,17598.43,CC10330,4429
Postage/Mailing,2008-2010,763.56,CC10330,4430
Contribution to Community Organization,2006-2008,1344.40,CC10330,4431
Office Supplies,2012-2014,759.93,CC10330,4432
Lease/Rent,2006-2008,150.00,CC10330,4433
Office Supplies,2008-2010,1765.84,CC10330,4434
Professional Services,2010-2012,148.44,CC10330,4435
Hawaii Election Campaign Fund,2010-2012,843.96,CC10330,4436
Contribution to Community Organization,2008-2010,827.00,CC10330,4437
Lease/Rent,2010-2012,644.00,CC10330,4438
Office Supplies,2010-2012,3918.76,CC10330,4439
Postage/Mailing,2006-2008,399.80,CC10330,4440
Advertising,2006-2008,8900.72,CC10330,4441
Food & Beverages,2006-2008,20914.15,CC10330,4442
Food & Beverages,2008-2010,18531.17,CC10330,4443
Durable Assets,2010-2012,582.35,CC10330,4444
Lease/Rent,2012-2014,546.00,CC10330,4445
Office Supplies,2006-2008,3199.68,CC10330,4446
Office Supplies,2006-2008,5256.51,CC10335,4447
Contribution to Community Organization,2008-2010,2250.00,CC10335,4448
Other,2012-2014,11892.94,CC10335,4449
Durable Assets,2006-2008,3885.87,CC10335,4450
Insurance,2006-2008,1984.24,CC10335,4451
Utilities,2010-2012,9193.54,CC10335,4452
Food & Beverages,2012-2014,1622.98,CC10335,4453
Bank Charges & Adjustments,2008-2010,360.80,CC10335,4454
Advertising,2006-2008,155347.31,CC10335,4455
Professional Services,2008-2010,11351.57,CC10335,4456
Office Supplies,2010-2012,18436.83,CC10335,4457
Professional Services,2006-2008,33833.96,CC10335,4458
Other,2010-2012,54745.44,CC10335,4459
"Surveys, Polls & Voter Lists",2010-2012,59127.11,CC10335,4460
Professional Services,2010-2012,8184.38,CC10335,4461
Travel & Lodging,2008-2010,1831.96,CC10335,4462
Food & Beverages,2006-2008,36236.22,CC10335,4463
"Surveys, Polls & Voter Lists",2006-2008,9422.32,CC10335,4464
Vehicle,2012-2014,716.44,CC10335,4465
Other,2006-2008,72346.23,CC10335,4466
Lease/Rent,2010-2012,39315.64,CC10335,4467
Food & Beverages,2010-2012,68956.12,CC10335,4468
Insurance,2008-2010,52.34,CC10335,4469
Bank Charges & Adjustments,2010-2012,185.50,CC10335,4470
Other,2008-2010,27835.84,CC10335,4471
Employee Services,2008-2010,4506.68,CC10335,4472
Utilities,2012-2014,1526.85,CC10335,4473
Postage/Mailing,2006-2008,23871.43,CC10335,4474
Durable Assets,2010-2012,115.61,CC10335,4475
Lease/Rent,2006-2008,29285.39,CC10335,4476
Advertising,2008-2010,1443.95,CC10335,4477
Printing,2010-2012,8318.20,CC10335,4478
Printing,2006-2008,26057.37,CC10335,4479
Advertising,2012-2014,4373.74,CC10335,4480
Bank Charges & Adjustments,2006-2008,2997.61,CC10335,4481
Insurance,2010-2012,1313.00,CC10335,4482
Utilities,2006-2008,12940.72,CC10335,4483
Food & Beverages,2008-2010,44618.35,CC10335,4484
Vehicle,2006-2008,4264.34,CC10335,4485
Office Supplies,2008-2010,248.47,CC10335,4486
Lease/Rent,2012-2014,1615.63,CC10335,4487
Lease/Rent,2008-2010,242.07,CC10335,4488
Printing,2008-2010,611.18,CC10335,4489
Office Supplies,2012-2014,225.75,CC10335,4490
Hawaii Election Campaign Fund,2006-2008,100.00,CC10335,4491
Travel & Lodging,2012-2014,553.93,CC10335,4492
Postage/Mailing,2008-2010,6236.32,CC10335,4493
Travel & Lodging,2010-2012,4375.37,CC10335,4494
Postage/Mailing,2012-2014,2206.02,CC10335,4495
Professional Services,2012-2014,3242.00,CC10335,4496
Advertising,2010-2012,296367.90,CC10335,4497
"Surveys, Polls & Voter Lists",2008-2010,3500.00,CC10335,4498
Postage/Mailing,2010-2012,5193.95,CC10335,4499
Utilities,2008-2010,4855.88,CC10335,4500
Travel & Lodging,2006-2008,4369.63,CC10335,4501
Bank Charges & Adjustments,2012-2014,38.00,CC10335,4502
Employee Services,2006-2008,26151.13,CC10335,4503
Office Supplies,2008-2010,35.76,CC10336,4504
Food & Beverages,2008-2010,1634.94,CC10336,4505
Contribution to Community Organization,2010-2012,1547.85,CC10336,4506
Printing,2008-2010,2379.82,CC10336,4507
Office Supplies,2006-2008,338.79,CC10336,4508
Filing Fee,2008-2010,250.00,CC10336,4509
Hawaii Election Campaign Fund,2010-2012,300.00,CC10336,4510
Postage/Mailing,2008-2010,253.42,CC10336,4511
Printing,2006-2008,89.00,CC10336,4512
"Surveys, Polls & Voter Lists",2006-2008,240.54,CC10336,4513
Other,2006-2008,4073.95,CC10336,4514
Advertising,2008-2010,3795.33,CC10336,4515
Bank Charges & Adjustments,2006-2008,43.10,CC10336,4516
Advertising,2006-2008,14417.44,CC10336,4517
Other,2008-2010,647.29,CC10336,4518
Postage/Mailing,2010-2012,46.00,CC10336,4519
Printing,2006-2008,9021.85,CC10338,4520
Office Supplies,2008-2010,137.42,CC10338,4521
Printing,2008-2010,1774.21,CC10338,4522
Bank Charges & Adjustments,2006-2008,56.00,CC10338,4523
Advertising,2008-2010,5442.76,CC10338,4524
Other,2008-2010,1630.36,CC10338,4525
Contribution to Political Party,2008-2010,1000.00,CC10338,4526
Bank Charges & Adjustments,2008-2010,6.00,CC10338,4527
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10338,4528
Advertising,2006-2008,67145.12,CC10338,4529
Postage/Mailing,2006-2008,17637.47,CC10338,4530
Contribution to Community Organization,2006-2008,655.00,CC10338,4531
Professional Services,2006-2008,218.95,CC10338,4532
Travel & Lodging,2006-2008,1213.96,CC10338,4533
Insurance,2008-2010,232.39,CC10338,4534
Other,2006-2008,24617.08,CC10338,4535
Insurance,2006-2008,1099.69,CC10338,4536
Utilities,2008-2010,138.28,CC10338,4537
Food & Beverages,2006-2008,13126.95,CC10338,4538
Office Supplies,2006-2008,1984.44,CC10338,4539
Utilities,2006-2008,1085.88,CC10338,4540
Lease/Rent,2006-2008,3747.00,CC10338,4541
Durable Assets,2006-2008,1916.65,CC10338,4542
Filing Fee,2006-2008,250.00,CC10338,4543
Advertising,2006-2008,3617.21,CC10339,4544
Professional Services,2006-2008,7335.05,CC10339,4545
Printing,2006-2008,1324.62,CC10339,4546
Professional Services,2008-2010,319.38,CC10339,4547
Bank Charges & Adjustments,2008-2010,24.00,CC10339,4548
Postage/Mailing,2008-2010,5301.61,CC10340,4549
Office Supplies,2008-2010,400.72,CC10340,4550
Postage/Mailing,2006-2008,3342.95,CC10340,4551
Other,2008-2010,13014.78,CC10340,4552
Advertising,2008-2010,21667.02,CC10340,4553
Contribution to Community Organization,2006-2008,100.00,CC10340,4554
Food & Beverages,2008-2010,4410.64,CC10340,4555
Hawaii Election Campaign Fund,2006-2008,25.00,CC10340,4556
Food & Beverages,2006-2008,7863.57,CC10340,4557
Printing,2008-2010,1268.86,CC10340,4558
Office Supplies,2006-2008,647.07,CC10340,4559
"Surveys, Polls & Voter Lists",2008-2010,100.00,CC10340,4560
Advertising,2006-2008,37112.85,CC10340,4561
Lease/Rent,2006-2008,1468.05,CC10340,4562
Vehicle,2006-2008,1000.00,CC10340,4563
Bank Charges & Adjustments,2006-2008,20.00,CC10340,4564
Hawaii Election Campaign Fund,2010-2012,70.00,CC10340,4565
Bank Charges & Adjustments,2008-2010,15.00,CC10340,4566
Other,2006-2008,13724.56,CC10340,4567
Professional Services,2008-2010,623.75,CC10340,4568
Vehicle,2008-2010,540.61,CC10340,4569
Bank Charges & Adjustments,2010-2012,295.59,CC10340,4570
Lease/Rent,2008-2010,1125.00,CC10340,4571
Travel & Lodging,2006-2008,1351.22,CC10340,4572
Printing,2006-2008,12087.60,CC10340,4573
Filing Fee,2006-2008,500.00,CC10340,4574
Professional Services,2006-2008,2565.00,CC10340,4575
Contribution to Community Organization,2010-2012,328.47,CC10340,4576
Hawaii Election Campaign Fund,2006-2008,1650.00,CC10341,4577
Vehicle,2008-2010,478.16,CC10342,4578
Other,2010-2012,4251.64,CC10342,4579
Postage/Mailing,2008-2010,48689.19,CC10342,4580
Employee Services,2008-2010,398.44,CC10342,4581
Utilities,2008-2010,117.06,CC10342,4582
Food & Beverages,2008-2010,1820.83,CC10342,4583
Office Supplies,2010-2012,27.55,CC10342,4584
Vehicle,2010-2012,32.00,CC10342,4585
Contribution to Community Organization,2012-2014,206.77,CC10342,4586
Filing Fee,2008-2010,250.00,CC10342,4587
Bank Charges & Adjustments,2012-2014,7.50,CC10342,4588
Food & Beverages,2010-2012,217.98,CC10342,4589
"Surveys, Polls & Voter Lists",2008-2010,4302.60,CC10342,4590
Advertising,2008-2010,15212.43,CC10342,4591
Durable Assets,2008-2010,339.98,CC10342,4592
Advertising,2010-2012,482.98,CC10342,4593
Office Supplies,2008-2010,728.91,CC10342,4594
Postage/Mailing,2010-2012,45.00,CC10342,4595
Other,2008-2010,2596.45,CC10342,4596
Printing,2008-2010,40210.46,CC10342,4597
Other,2006-2008,1420.00,CC10343,4598
Lease/Rent,2006-2008,1456.60,CC10343,4599
Bank Charges & Adjustments,2006-2008,74.15,CC10343,4600
Food & Beverages,2006-2008,2582.22,CC10343,4601
Postage/Mailing,2006-2008,1409.35,CC10343,4602
Candidate Fundraiser Tickets,2006-2008,200.00,CC10343,4603
Printing,2006-2008,9438.59,CC10343,4604
Advertising,2006-2008,1419.89,CC10343,4605
Other,2010-2012,139.04,CC10345,4606
Contribution to Community Organization,2008-2010,200.00,CC10346,4607
Printing,2010-2012,2704.70,CC10346,4608
Food & Beverages,2008-2010,904.08,CC10346,4609
Bank Charges & Adjustments,2010-2012,109.35,CC10346,4610
Other,2008-2010,231.46,CC10346,4611
Food & Beverages,2012-2014,1314.23,CC10346,4612
Hawaii Election Campaign Fund,2012-2014,7200.00,CC10346,4613
Office Supplies,2012-2014,14.00,CC10346,4614
Durable Assets,2010-2012,1202.03,CC10346,4615
Other,2010-2012,1274.02,CC10346,4616
Other,2006-2008,86.85,CC10346,4617
Postage/Mailing,2010-2012,2668.51,CC10346,4618
Office Supplies,2010-2012,198.72,CC10346,4619
Other,2012-2014,477.71,CC10346,4620
Printing,2008-2010,3791.57,CC10346,4621
Hawaii Election Campaign Fund,2010-2012,1900.00,CC10346,4622
Bank Charges & Adjustments,2012-2014,60.00,CC10346,4623
Food & Beverages,2010-2012,3369.38,CC10346,4624
Contribution to Community Organization,2012-2014,70.00,CC10346,4625
Office Supplies,2006-2008,139.28,CC10346,4626
Food & Beverages,2006-2008,240.58,CC10346,4627
Other,2006-2008,3418.30,CC10348,4628
Travel & Lodging,2006-2008,323.00,CC10348,4629
Professional Services,2006-2008,1356.29,CC10348,4630
Other,2010-2012,633.13,CC10348,4631
Candidate Fundraiser Tickets,2006-2008,38.12,CC10348,4632
Hawaii Election Campaign Fund,2006-2008,8.80,CC10348,4633
Postage/Mailing,2006-2008,3751.16,CC10348,4634
Printing,2006-2008,792.94,CC10348,4635
Office Supplies,2006-2008,32.81,CC10348,4636
Filing Fee,2006-2008,250.00,CC10348,4637
Bank Charges & Adjustments,2006-2008,51.05,CC10348,4638
Contribution to Political Party,2006-2008,100.00,CC10348,4639
Advertising,2006-2008,9982.84,CC10348,4640
Advertising,2010-2012,2127.31,CC10348,4641
"Surveys, Polls & Voter Lists",2006-2008,24.86,CC10348,4642
Food & Beverages,2006-2008,2500.00,CC10348,4643
Postage/Mailing,2006-2008,3370.77,CC10349,4644
